"PI Unit","College (Subdivision)","Proposal #","Project Title","PI","Proposal Created Date","Submission Date","Funded Date","Proposal_status","Year","Month"
"Anthropology","College of Arts & Sciences","23-0071-P0001","Long Term Curation of Archaeological Collections at the University of Wyoming Archaeological Repository","Marcia L. Peterson",2023-04-27,NA,NA,"Funded","2023","April"
"Anthropology","College of Arts & Sciences","23-1486-P0001","Warren Mammoth Archaeological Project","Todd A. Surovell",2023-04-27,NA,NA,"Funded","2023","April"
"Atmospheric Science","College of Engineering & Physical Sciences","25-0053-P0001","3a Improving Access to Monitoring Data for Impacted Communities","Shane Michael Murphy",2024-08-07,NA,NA,"Not Funded Yet","2024","August"
"Atmospheric Science","College of Engineering & Physical Sciences","24-0136-P0001","Wyoming King Air Cooperative Agreement","Jeffrey R. French",2023-08-03,"8/8/2023 15:00","1/2/2025 12:28","Funded","2023","August"
"Atmospheric Science","College of Engineering & Physical Sciences","23-0197-P0001","Collaborative Research: Effects of Air Turbulence and Snowflake Morphology on Snow Fall Speed","Daniel McCoy",2023-04-27,NA,NA,"Funded","2023","April"
"Atmospheric Science","College of Engineering & Physical Sciences","24-0262-P0001","Installing PM2.5 sensors to provide real-time indicative air quality data for the Greater Yellowstone Ecosystem within the Purple Air citizen science network","Matthew D. Burkhart",2023-08-18,NA,NA,"Funded","2023","August"
"Atmospheric Science","College of Engineering & Physical Sciences","24-0515-P0001","Study of the Radiative Effects of Global Subvisible Cirrus Clouds Based on SAGE III/ISS Observations and Radiative Transfer Modeling Capabilities","Masanori Saito",2023-10-25,"10/27/2023 10:11",NA,"Not Funded Yet","2023","October"
"Atmospheric Science","College of Engineering & Physical Sciences","23-0082-P0001","Collaborative Research:  Western Wildfire Experiment for Cloud Chemistry, Aerosol Absorption and Nitrogen (WE-CAN)","Shane Michael Murphy",2023-04-27,NA,NA,"Funded","2023","April"
"Atmospheric Science","College of Engineering & Physical Sciences","24-0604-P0001","Constraining ice processes in complex terrain through a fusion of in situ observations and perturbed parameter modelling","Daniel McCoy",2023-11-28,"2/13/2024 8:19",NA,"Not Funded Yet","2023","November"
"Atmospheric Science","College of Engineering & Physical Sciences","25-0392-P0001","CA9: NSF UW King Air as a Lower Atmospheric Observing Facility (LAOF)","Jeffrey R. French",2024-12-30,NA,NA,"Not Funded Yet","2024","December"
"Atmospheric Science","College of Engineering & Physical Sciences","23-0122-P0001","Air Quality Assessment and Outreach Program in Wyoming","Robert A Field",2023-04-27,NA,NA,"Funded","2023","April"
"Atmospheric Science","College of Engineering & Physical Sciences","25-0221-P0001","NOAA AC4 2024","Dana Caulton",2024-10-11,"12/9/2024 12:13",NA,"Not Funded Yet","2024","October"
"Atmospheric Science","College of Engineering & Physical Sciences","23-1495-P0001","Mesoscale Dynamics and Mixed-phase Microphysics in Arctic Cold Air Outbreaks","Bart Geerts",2023-04-27,NA,NA,"Funded","2023","April"
"Atmospheric Science","College of Engineering & Physical Sciences","23-1705-P0001","GEO-REPS Proposal for Emma Weissburg in CAESAR","Jefferson Robert Snider",2023-06-21,"6/27/2023 15:55","10/20/2023 10:34","Funded","2023","June"
"Atmospheric Science","College of Engineering & Physical Sciences","23-0737-P0001","Highly Accurate Measurements of Cloud Droplets using the Small-Angle Light Scattering Spectral Analyzer (SALSSA) Probe","Jeffrey R. French",2023-04-27,NA,NA,"Funded","2023","April"
"Atmospheric Science","College of Engineering & Physical Sciences","25-0031-P0001","Causal understanding of aerosol-cloud interactions from the NASA A-Train","Daniel McCoy",2024-07-22,"8/9/2024 16:05",NA,"Not Funded Yet","2024","July"
"Atmospheric Science","College of Engineering & Physical Sciences","24-1007-P0001","NSF CAREER 2024","Masanori Saito",2024-05-06,"7/25/2024 11:33",NA,"Not Funded Yet","2024","May"
"Atmospheric Science","College of Engineering & Physical Sciences","25-0052-P0001","3b Regional Methane Emissions Characterization","Shane Michael Murphy",2024-08-07,"8/22/2024 8:14",NA,"Not Funded Yet","2024","August"
"Atmospheric Science","College of Engineering & Physical Sciences","24-0680-P0001","Linking aerosol forcing and cloud feedback to atmospheric moisture processing","Daniel McCoy",2024-01-09,"3/20/2024 16:43","9/3/2024 16:09","Funded","2024","January"
"Atmospheric Science","College of Engineering & Physical Sciences","24-0639-P0001","Collaborative Research: AGS-FIRP Track 3: Convective Organization aNd Venting Experiment in Complex Terrain (CONVECT)","Bart Geerts",2023-12-13,"1/5/2024 13:43",NA,"Not Funded Yet","2023","December"
"Atmospheric Science","College of Engineering & Physical Sciences","23-1480-P0001","Cloud Seeding: Operations Hydrological Assessment Medicine Bow & Sierra Madre Mountain Ranges, Level II Study","Bart Geerts",2023-04-27,NA,NA,"Funded","2023","April"
"Atmospheric Science","College of Engineering & Physical Sciences","25-0196-P0001","Atmospheric Science and Chemistry mEasurement NeTwork (ASCENT): Operation, Management, and Scientific Studies","Shane Michael Murphy",2024-10-04,"10/25/2024 12:58",NA,"Not Funded Yet","2024","October"
"Atmospheric Science","College of Engineering & Physical Sciences","23-0247-P0001","The DOE Exascale System Model â€“ NGD Phase 2: Atmospheric Physics Development â€œAerosol and Dust Physicsâ€?","Xiaohong Liu",2023-04-27,NA,NA,"Funded","2023","April"
"Atmospheric Science","College of Engineering & Physical Sciences","25-0074-P0001","Weather extremes and water resource climate transitions in Colorado and Wyoming","Bart Geerts",2024-08-19,"9/9/2024 16:56",NA,"Not Funded Yet","2024","August"
"Atmospheric Science","College of Engineering & Physical Sciences","25-0233-P0001","Assessing Climate-Induced Shifts in Flood Risk Across the Southeast U.S.: A Multi-Modeling Approach to Understanding Mesoscale Convective Systems, Tropical Cyclones, and Urbanization Impacts","Stefan Reed Rahimi-Esfarjani",2024-10-17,"11/21/2024 18:25",NA,"Not Funded Yet","2024","October"
"Atmospheric Science","College of Engineering & Physical Sciences","24-1023-P0001","University of Wyoming King Air Support for NOx and VOC Observations and Analysis in the Denver Metro / North Front Range Ozone Nonattainment Area to Support the State Implementation Plan (SIP)","Jeffrey R. French",2024-05-13,"5/17/2024 15:00",NA,"Not Funded Yet","2024","May"
"Atmospheric Science","College of Engineering & Physical Sciences","23-1650-P0001","New insights in precipitation mechanisms in wintertime orographic clouds","Bart Geerts",2023-06-14,NA,NA,"Not Funded Yet","2023","June"
"Atmospheric Science","College of Engineering & Physical Sciences","24-0294-P0001","Wyoming Air Quality Aerosol Measurement Laboratory for Platte Valley Air Quality Monitoring","Matthew D. Burkhart",2023-08-18,NA,NA,"Funded","2023","August"
"Atmospheric Science","College of Engineering & Physical Sciences","23-0133-P0001","The Wyoming Agricultural Climate Network WACnet","Antony R. Bergantino",2023-04-27,NA,NA,"Funded","2023","April"
"Atmospheric Science","College of Engineering & Physical Sciences","24-0182-P0001","Collaborative Research: AGS-FIRP Track 3: Precipitation over Multiridge Orography (PROMO)","Bart Geerts",2023-08-17,"9/6/2023 8:28",NA,"Not Funded Yet","2023","August"
"Atmospheric Science","College of Engineering & Physical Sciences","23-1448-P0001","Collaborative Research: Evolving Hemispheric Albedo Asymmetry","Daniel McCoy",2023-04-27,NA,NA,"Funded","2023","April"
"Atmospheric Science","College of Engineering & Physical Sciences","24-0672-P0001","CMS 2023","Dana Caulton",2024-01-03,NA,NA,"Not Funded Yet","2024","January"
"Atmospheric Science","College of Engineering & Physical Sciences","23-1846-P0001","Leveraging in situ observations to constrain climate uncertainty through systematic process evaluation","Daniel McCoy",2023-06-26,NA,NA,"Not Funded Yet","2023","June"
"Atmospheric Science","College of Engineering & Physical Sciences","25-0339-P0001","Disentangling Snow Drought from Long-Term Snowpack Declines: Integrating Observations and a Downscaled Large Ensemble (2 of 2)","Stefan Reed Rahimi-Esfarjani",2024-11-22,"12/9/2024 12:11",NA,"Not Funded Yet","2024","November"
"Atmospheric Science","College of Engineering & Physical Sciences","25-0488-P0001","Nevada NSF EPSCoR FEC-RII","Masanori Saito",2025-01-24,"1/28/2025 15:48",NA,"Not Funded Yet","2025","January"
"Atmospheric Science","College of Engineering & Physical Sciences","24-0049-P0001","An ESM-free approach for dust direct radiative effect estimations based on EMIT, CALIPSO, and mineralogy-resolved dust optical property models","Jeffrey R. French",2023-07-14,"9/6/2023 9:45",NA,"Not Funded Yet","2023","July"
"Atmospheric Science","College of Engineering & Physical Sciences","24-0556-P0001","Understanding and predicting severe weather hazards in changing climates with artificial intelligence.","Stefan Reed Rahimi-Esfarjani",2023-11-08,"11/10/2023 16:39",NA,"Not Funded Yet","2023","November"
"Atmospheric Science","College of Engineering & Physical Sciences","23-1950-P0001","Methane INventory for NOrthern Wetlands (MINNOW)","Dana Caulton",2023-06-30,NA,NA,"Not Funded Yet","2023","June"
"Atmospheric Science","College of Engineering & Physical Sciences","25-0291-P0001","Controlled Release Trials of the Downwind Transect Quantification – Peak Covariance Method for Use on Oil and Natural Gas Production Facilities","Jeffrey Nivitanont",2024-11-05,NA,NA,"Not Funded Yet","2024","November"
"Atmospheric Science","College of Engineering & Physical Sciences","25-0050-P0001","1a Marginal Conventional Well methane mitigation","Shane Michael Murphy",2024-08-07,"8/22/2024 8:16",NA,"Not Funded Yet","2024","August"
"Atmospheric Science","College of Engineering & Physical Sciences","24-0148-P0001","NASA ROSES-2023 A.39 ECIPES","Masanori Saito",2023-08-08,"8/11/2023 11:02",NA,"Not Funded Yet","2023","August"
"Atmospheric Science","College of Engineering & Physical Sciences","24-0537-P0001","Assessing and Bounding Climate Risk across the United States","Stefan Reed Rahimi-Esfarjani",2023-11-02,NA,NA,"Not Funded Yet","2023","November"
"Atmospheric Science","College of Engineering & Physical Sciences","24-0671-P0001","Unveiling ice crystal growth in Arctic mixed-phase clouds: integrating advanced ARM remote sensing observations and direct numerical simulations (DNS)","Masanori Saito",2024-01-03,"2/27/2024 10:05",NA,"Not Funded Yet","2024","January"
"Atmospheric Science","College of Engineering & Physical Sciences","25-0468-P0001","Toward the development of the machine-learning-based lidar-based remote sensing algorithm for aerosol property characterization","Masanori Saito",2025-01-21,NA,NA,"Not Funded Yet","2025","January"
"Atmospheric Science","College of Engineering & Physical Sciences","24-0770-P0001","Calibrating cloud processes in the presence of weather and observational uncertainty: an E3SM hierarchical approach,","Daniel McCoy",2024-01-30,"3/18/2024 10:24",NA,"Not Funded Yet","2024","January"
"Atmospheric Science","College of Engineering & Physical Sciences","23-1688-P0001","Multi-scale atmospheric transport and exchange processes over mountains","Bart Geerts",2023-06-20,NA,NA,"Not Funded Yet","2023","June"
"Atmospheric Science","College of Engineering & Physical Sciences","24-1012-P0001","NASA MAP 2024","Masanori Saito",2024-05-08,"6/10/2024 13:59",NA,"Not Funded Yet","2024","May"
"Atmospheric Science","College of Engineering & Physical Sciences","24-0656-P0001","Improving Understanding and Prediction of Extreme Weather Hazards in a Changing Climate in Disproportionately Affected Communities in the United States","Stefan Reed Rahimi-Esfarjani",2023-12-18,NA,NA,"Not Funded Yet","2023","December"
"Atmospheric Science","College of Engineering & Physical Sciences","23-0777-P0001","CDPHE JPL Coordinated Campaign (C3)","Shane Michael Murphy",2023-04-27,NA,NA,"Funded","2023","April"
"Atmospheric Science","College of Engineering & Physical Sciences","23-1793-P0001","Using lidar and passive remote-sensing measurements to study the feedback between springtime Arctic snow, ice algae and clouds, and to help interpret circular polarization measurements of other planets","Daniel McCoy",2023-06-26,NA,NA,"Not Funded Yet","2023","June"
"Atmospheric Science","College of Engineering & Physical Sciences","23-0866-P0001","A photoacoustic spectral absorption instrument with integrated calibration system","Shane Michael Murphy",2023-04-27,NA,NA,"Funded","2023","April"
"Atmospheric Science","College of Engineering & Physical Sciences","25-0147-P0001","DoD downscaling project","Stefan Reed Rahimi-Esfarjani",2024-09-17,NA,NA,"Not Funded Yet","2024","September"
"Atmospheric Science","College of Engineering & Physical Sciences","23-1537-P0002","NSF CAREER","Dana Caulton",2023-06-16,NA,NA,"Not Funded Yet","2023","June"
"Atmospheric Science","College of Engineering & Physical Sciences","25-0302-P0001","ONR EPSCoR","Bart Geerts",2024-11-08,"11/25/2024 15:25",NA,"Not Funded Yet","2024","November"
"Atmospheric Science","College of Engineering & Physical Sciences","23-1815-P0001","Reconciling Bottom-Up/Top-Down Ethane","Dana Caulton",2023-06-26,NA,NA,"Not Funded Yet","2023","June"
"Atmospheric Science","College of Engineering & Physical Sciences","23-0684-P0001","Classification of Cloud Particle Imagery and Thermodynamics (COCPIT): A New Databasing Tool for the Characterization of Cloud Particle Images Captured During DOE Field Campaigns","Zachary J. Lebo",2023-04-27,NA,NA,"Funded","2023","April"
"Atmospheric Science","College of Engineering & Physical Sciences","24-0165-P0001","Understanding the influence of soil state errors and changes on convective clouds using SMAP data and high-resolution simulations","Stefan Reed Rahimi-Esfarjani",2023-08-14,"10/6/2023 9:52",NA,"Not Funded Yet","2023","August"
