"Project Title","Proposal #","PI Unit","College (Subdivision)","PI","Proposal Created Date","Submission Date","Funded Date","Proposal_status","Year","Month","Status","Total Sponsor Costs in Proposal","Total Direct Costs in Proposal","Total Indirect Costs in Proposal","Total Project Cost in Proposal","Obligated Amount in Award Data","Total Expected Amount in Award Data","Direct Costs in Award Data","expected direct in Award Data","expected indirect in Award Data","Indirect Costs in Award Data","Total Project Cost in Award Data"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0004","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-11,"11/4/2024 15:38","11/11/2024 7:54","Funded","2024","October","Funded","81630","56491","25139","81630","104779","104779",75283,"75283","29496",29496,"104799"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0004","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-11,"11/4/2024 15:38","11/11/2024 7:54","Funded","2024","October","Funded","81630","56491","25139","81630","81630","81630",56491,"56491","25139",25139,"81630"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0004","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-11,"11/4/2024 15:38","11/11/2024 7:54","Funded","2024","October","Funded","81630","56491","25139","81630","81630","81630",56491,"56491","25139",25139,"81630"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0004","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-11,"11/4/2024 15:38","11/11/2024 7:54","Funded","2024","October","Funded","81630","56491","25139","81630","77090","77090",53349,"53349","23741",23741,"77090"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0004","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-11,"11/4/2024 15:38","11/11/2024 7:54","Funded","2024","October","Funded","81630","56491","25139","81630","81630","81630",56491,"56491","25139",25139,"81630"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0004","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-11,"11/4/2024 15:38","11/11/2024 7:54","Funded","2024","October","Funded","81630","56491","25139","81630","70469","70469",48767,"48767","21702",21702,"70469"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0005","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-24,"11/11/2024 7:44","11/11/2024 7:44","Funded","2024","October","Funded","104799","75283","29496","104799","77090","77090",53349,"53349","23741",23741,"77090"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0005","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-24,"11/11/2024 7:44","11/11/2024 7:44","Funded","2024","October","Funded","104799","75283","29496","104799","104779","104779",75283,"75283","29496",29496,"104799"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0005","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-24,"11/11/2024 7:44","11/11/2024 7:44","Funded","2024","October","Funded","104799","75283","29496","104799","81630","81630",56491,"56491","25139",25139,"81630"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0005","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-24,"11/11/2024 7:44","11/11/2024 7:44","Funded","2024","October","Funded","104799","75283","29496","104799","81630","81630",56491,"56491","25139",25139,"81630"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0005","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-24,"11/11/2024 7:44","11/11/2024 7:44","Funded","2024","October","Funded","104799","75283","29496","104799","77090","77090",53349,"53349","23741",23741,"77090"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0005","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-24,"11/11/2024 7:44","11/11/2024 7:44","Funded","2024","October","Funded","104799","75283","29496","104799","81630","81630",56491,"56491","25139",25139,"81630"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0005","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-24,"11/11/2024 7:44","11/11/2024 7:44","Funded","2024","October","Funded","104799","75283","29496","104799","70469","70469",48767,"48767","21702",21702,"70469"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0005","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-24,"11/11/2024 7:44","11/11/2024 7:44","Funded","2024","October","Funded","81630","56491","25139","81630","77090","77090",53349,"53349","23741",23741,"77090"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0005","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-24,"11/11/2024 7:44","11/11/2024 7:44","Funded","2024","October","Funded","81630","56491","25139","81630","104779","104779",75283,"75283","29496",29496,"104799"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0005","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-24,"11/11/2024 7:44","11/11/2024 7:44","Funded","2024","October","Funded","81630","56491","25139","81630","81630","81630",56491,"56491","25139",25139,"81630"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0005","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-24,"11/11/2024 7:44","11/11/2024 7:44","Funded","2024","October","Funded","81630","56491","25139","81630","81630","81630",56491,"56491","25139",25139,"81630"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0005","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-24,"11/11/2024 7:44","11/11/2024 7:44","Funded","2024","October","Funded","81630","56491","25139","81630","77090","77090",53349,"53349","23741",23741,"77090"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0005","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-24,"11/11/2024 7:44","11/11/2024 7:44","Funded","2024","October","Funded","81630","56491","25139","81630","81630","81630",56491,"56491","25139",25139,"81630"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0005","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-24,"11/11/2024 7:44","11/11/2024 7:44","Funded","2024","October","Funded","81630","56491","25139","81630","70469","70469",48767,"48767","21702",21702,"70469"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0004","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-11,"11/4/2024 15:38","11/11/2024 7:54","Funded","2024","October","Funded","81630","56491","25139","81630","77090","77090",53349,"53349","23741",23741,"77090"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0004","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-11,"11/4/2024 15:38","11/11/2024 7:54","Funded","2024","October","Funded","81630","56491","25139","81630","104779","104779",75283,"75283","29496",29496,"104799"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0004","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-11,"11/4/2024 15:38","11/11/2024 7:54","Funded","2024","October","Funded","81630","56491","25139","81630","81630","81630",56491,"56491","25139",25139,"81630"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0004","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-11,"11/4/2024 15:38","11/11/2024 7:54","Funded","2024","October","Funded","81630","56491","25139","81630","81630","81630",56491,"56491","25139",25139,"81630"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0004","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-11,"11/4/2024 15:38","11/11/2024 7:54","Funded","2024","October","Funded","81630","56491","25139","81630","77090","77090",53349,"53349","23741",23741,"77090"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0004","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-11,"11/4/2024 15:38","11/11/2024 7:54","Funded","2024","October","Funded","81630","56491","25139","81630","81630","81630",56491,"56491","25139",25139,"81630"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0004","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-11,"11/4/2024 15:38","11/11/2024 7:54","Funded","2024","October","Funded","81630","56491","25139","81630","70469","70469",48767,"48767","21702",21702,"70469"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0005","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-24,"11/11/2024 7:44","11/11/2024 7:44","Funded","2024","October","Funded","77090","53349","23741","77090","77090","77090",53349,"53349","23741",23741,"77090"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0005","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-24,"11/11/2024 7:44","11/11/2024 7:44","Funded","2024","October","Funded","77090","53349","23741","77090","104779","104779",75283,"75283","29496",29496,"104799"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0005","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-24,"11/11/2024 7:44","11/11/2024 7:44","Funded","2024","October","Funded","77090","53349","23741","77090","81630","81630",56491,"56491","25139",25139,"81630"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0005","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-24,"11/11/2024 7:44","11/11/2024 7:44","Funded","2024","October","Funded","77090","53349","23741","77090","81630","81630",56491,"56491","25139",25139,"81630"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0005","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-24,"11/11/2024 7:44","11/11/2024 7:44","Funded","2024","October","Funded","77090","53349","23741","77090","77090","77090",53349,"53349","23741",23741,"77090"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0005","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-24,"11/11/2024 7:44","11/11/2024 7:44","Funded","2024","October","Funded","77090","53349","23741","77090","81630","81630",56491,"56491","25139",25139,"81630"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0005","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-24,"11/11/2024 7:44","11/11/2024 7:44","Funded","2024","October","Funded","77090","53349","23741","77090","70469","70469",48767,"48767","21702",21702,"70469"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0004","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-11,"11/4/2024 15:38","11/11/2024 7:54","Funded","2024","October","Funded","104799","75283","29496","104799","77090","77090",53349,"53349","23741",23741,"77090"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0004","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-11,"11/4/2024 15:38","11/11/2024 7:54","Funded","2024","October","Funded","104799","75283","29496","104799","104779","104779",75283,"75283","29496",29496,"104799"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0004","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-11,"11/4/2024 15:38","11/11/2024 7:54","Funded","2024","October","Funded","104799","75283","29496","104799","81630","81630",56491,"56491","25139",25139,"81630"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0004","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-11,"11/4/2024 15:38","11/11/2024 7:54","Funded","2024","October","Funded","104799","75283","29496","104799","81630","81630",56491,"56491","25139",25139,"81630"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0004","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-11,"11/4/2024 15:38","11/11/2024 7:54","Funded","2024","October","Funded","104799","75283","29496","104799","77090","77090",53349,"53349","23741",23741,"77090"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0004","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-11,"11/4/2024 15:38","11/11/2024 7:54","Funded","2024","October","Funded","104799","75283","29496","104799","81630","81630",56491,"56491","25139",25139,"81630"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0004","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-11,"11/4/2024 15:38","11/11/2024 7:54","Funded","2024","October","Funded","104799","75283","29496","104799","70469","70469",48767,"48767","21702",21702,"70469"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0004","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-11,"11/4/2024 15:38","11/11/2024 7:54","Funded","2024","October","Funded","77090","53349","23741","77090","77090","77090",53349,"53349","23741",23741,"77090"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0004","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-11,"11/4/2024 15:38","11/11/2024 7:54","Funded","2024","October","Funded","77090","53349","23741","77090","104779","104779",75283,"75283","29496",29496,"104799"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0004","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-11,"11/4/2024 15:38","11/11/2024 7:54","Funded","2024","October","Funded","77090","53349","23741","77090","81630","81630",56491,"56491","25139",25139,"81630"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0004","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-11,"11/4/2024 15:38","11/11/2024 7:54","Funded","2024","October","Funded","77090","53349","23741","77090","81630","81630",56491,"56491","25139",25139,"81630"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0004","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-11,"11/4/2024 15:38","11/11/2024 7:54","Funded","2024","October","Funded","77090","53349","23741","77090","77090","77090",53349,"53349","23741",23741,"77090"
"Bayesian petrophysical inversion with Gaussian mixture models","23-1771-P0004","Geology & Geophysics","College of Engineering & Physical Sciences","Dario Grana",2024-10-11,"11/4/2024 15:38","11/11/2024 7:54","Funded","2024","October","Funded","77090","53349","23741","77090","81630","81630",56491,"56491","25139",25139,"81630"
