Award #,PI,Project Title,Sponsor,Prime Sponsor,Instrument Type,Award Start Date,Award End Date,Admin Unit,Obligated Amount,Project #,Total Expected Amount,Anticipated Amount,Status,Created Date,Award Type,Increment Amount,PI Unit,Modification Number,Modification Type,Modification Date,Modified By,activity type,Admin Unit Primary Code,Award Amount,Award Id,Award Title,college,Direct Costs,expected direct,expected indirect,full proposal title,History Action,History Action By,History Action Date,History Comment,Prime Sponsor Org Type,Prime Sponsor Primary Code,proposal type,proposal type if other,Routing Comment,Routing Date,Routing Status,Sponsor Org Type,sponsor type,sponsor type if other,Total Project Cost
23-1016-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Award modified. Reason: New Funding Increment,Kristi H Stockdale,10/27/2023 7:19,Renewal adding funding and extending the end date. ,,,,,,,,,,,
23-1016-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Award modified. Reason: Key Personnel Change,Kristi Hargis Stockdale,7/16/2024 12:44,Updated PI from Laura Feldman to Andria Blackwood.,,,,,,,,,,,
23-1016-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Active to In Closeout,Bryce William Howard,1/13/2025 13:47,"The award end date has passed as of 12/31/2024.
 ",,,,,,,,,,,
24-0482-A0003,Eric P Webster,McIntire-Stennis Capacity,National Institute of Food and Agriculture/Department of Agriculture,National Institute of Food and Agriculture/Department of Agriculture,,10/1/2024,9/30/2026,Agricultural Experiment Station,56266,24-0482,255757,,Active,1/16/2025 13:06,,,Agricultural Experiment Station,0,Original Award,,,Other Sponsored Activity,3.00E+14,,02c0087c-6daf-47d0-a223-d59f1d02716b,,"Agriculture, Life Sciences,  & Natural Resources",56266,255757,0,McIntire-Stennis Cooperative Forestry Research Program FY25,Award Created,Farrell Jean Rapp,1/16/2025 13:06,,,01-USDANIFA,Non-Competing Continuation,,,,,,U.S. Federal Government,,511514
24-0482-A0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Routed for Review,Farrell Jean Rapp,1/16/2025 13:12,,,,,,,,,,,,
24-0482-A0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to In Review & Negotiation,Farrell Jean Rapp,1/16/2025 13:12,,,,,,,,,,,,
24-0482-A0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: In Review & Negotiation to Active,Farrell Jean Rapp,1/16/2025 13:12,Awarded Q1. ,,,,,,,,,,,
23-0840-A0001-0,Matthew Kauffman,Rocky Mountain CESU (RMCESU) WY Evaluating the benefit of multiple migratory tactics in the world's longest migrating mule deer herd,Bureau of Land Management/Department of the Interior,Bureau of Land Management/Department of the Interior,,9/1/2021,8/31/2024,Wyoming Coop Unit,93000,23-0840,,,Active,4/24/2023 19:06,,,Wyoming Coop Unit,0,Original Award,,,Applied Research,3.00E+14,,02de8b80-0aa9-4a2a-9be6-110022081a65,,,,,,Rocky Mountain CESU (RMCESU) WY Evaluating the benefit of multiple migratory tactics in the world's longest migrating mule deer herd,,,,,,01-BLM,,,,,,,U.S. Federal Government,,
23-0840-A0001-1,Matthew Kauffman,Rocky Mountain CESU (RMCESU) WY Evaluating the benefit of multiple migratory tactics in the world's longest migrating mule deer herd,Bureau of Land Management/Department of the Interior,Bureau of Land Management/Department of the Interior,,9/1/2021,8/31/2024,Wyoming Coop Unit,143000,23-0840,,,In Closeout,9/25/2023 13:34,,,Wyoming Coop Unit,1,New Funding Increment,9/25/2023,John Ruess,Applied Research,3.00E+14,,02de8b80-0aa9-4a2a-9be6-110022081a65,,"Agriculture, Life Sciences,  & Natural Resources",121702,,,Rocky Mountain CESU (RMCESU) WY Evaluating the benefit of multiple migratory tactics in the world's longest migrating mule deer herd,,,,,,01-BLM,,,,,,,U.S. Federal Government,,
23-0840-A0001-2,Matthew Kauffman,Rocky Mountain CESU (RMCESU) WY Evaluating the benefit of multiple migratory tactics in the world's longest migrating mule deer herd,Bureau of Land Management/Department of the Interior,Bureau of Land Management/Department of the Interior,,9/1/2021,8/31/2024,Wyoming Coop Unit,143000,23-0840,,,In Closeout,12/18/2024 8:31,,,Wyoming Coop Unit,2,De-Obligation,12/18/2024,Kristi Hargis Stockdale,Applied Research,3.00E+14,,02de8b80-0aa9-4a2a-9be6-110022081a65,,"Agriculture, Life Sciences,  & Natural Resources",121702,,,Rocky Mountain CESU (RMCESU) WY Evaluating the benefit of multiple migratory tactics in the world's longest migrating mule deer herd,Award Created,Legacy Loader,4/24/2023 19:06,,,01-BLM,,,,,,,U.S. Federal Government,,
23-0840-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Active,Legacy Loader,4/24/2023 19:06,Status set by bulk loader,,,,,,,,,,,
23-0840-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Award modified. Reason: New Funding Increment,John Ruess,9/25/2023 13:46,See Notes,,,,,,,,,,,
23-0840-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Active to In Closeout,Farrell Jean Rapp,11/26/2024 13:01,End Date has passed. ,,,,,,,,,,,
23-0840-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Award modified. Reason: De-Obligation,Kristi Hargis Stockdale,12/18/2024 8:35,De-obligation of $.01,,,,,,,,,,,
23-1146-A0001,Matthew Kauffman,WMI Film Series: My Wild Lands,Muley Fanatic Foundation,Muley Fanatic Foundation,,3/15/2022,12/31/2023,Wyoming Coop Unit,10000,23-1146,,,In Closeout,4/24/2023 19:24,,,Wyoming Coop Unit,0,Original Award,,,Other Sponsored Activity,3.00E+14,,02e7d3bf-a03a-40c3-a2ce-1c54c628b570,,,,,,WMI Film Series: My Wild Lands,Award Created,Legacy Loader,4/24/2023 19:24,,,07-MFF,,,,,,,Non-Profit Organizations,,
23-1146-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Active,Legacy Loader,4/24/2023 19:24,Status set by bulk loader,,,,,,,,,,,
23-1146-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Active to In Closeout,Bryce William Howard,9/16/2024 14:06,Award End date has passed.,,,,,,,,,,,
23-0270-A0001-0,Bryan Nolan Shuman,Collaborative Research: Mechanisms of tree population collapses in eastern North America: Disentangling causes of abrupt ecological change during the Holocene,National Science Foundation,National Science Foundation,,6/1/2019,5/31/2022,Geology & Geophysics,209923,23-0270,,,Active,4/24/2023 18:33,,,Geology & Geophysics,0,Original Award,,,,3.00E+14,,02f6b7aa-6265-47ce-b998-8cf7b208a3e7,,,,,,Collaborative Research: Mechanisms of tree population collapses in eastern North America: Disentangling causes of abrupt ecological change during the Holocene,,,,,,01-NSF,,,,,,,,,
23-0270-A0001-1,Bryan Nolan Shuman,Collaborative Research: Mechanisms of tree population collapses in eastern North America: Disentangling causes of abrupt ecological change during the Holocene,National Science Foundation,National Science Foundation,,5/31/2019,5/30/2024,Geology & Geophysics,209923,23-0270,209923,,Active,6/26/2023 6:34,,,Geology & Geophysics,1,Sponsor Approved No Cost Extension,6/26/2023,Kristi Stockdale,Basic Research,3.00E+14,,02f6b7aa-6265-47ce-b998-8cf7b208a3e7,,Arts & Sciences,154589,154589,55334,Collaborative Research: Mechanisms of tree population collapses in eastern North America: Disentangling causes of abrupt ecological change during the Holocene,,,,,,01-NSF,New,,,,,,U.S. Federal Government,,209923
23-0270-A0001-2,Bryan Nolan Shuman,Collaborative Research: Mechanisms of tree population collapses in eastern North America: Disentangling causes of abrupt ecological change during the Holocene,National Science Foundation,National Science Foundation,,6/1/2019,5/31/2024,Geology & Geophysics,209923,23-0270,209923,,In Closeout,6/30/2023 10:54,,,Geology & Geophysics,2,Administrative Change,6/30/2023,Kristi Stockdale,Basic Research,3.00E+14,,02f6b7aa-6265-47ce-b998-8cf7b208a3e7,,Arts & Sciences,154589,154589,55334,Collaborative Research: Mechanisms of tree population collapses in eastern North America: Disentangling causes of abrupt ecological change during the Holocene,Award Created,Legacy Loader,4/24/2023 18:33,,,01-NSF,New,,,,,,U.S. Federal Government,,209923
23-0270-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Active,Legacy Loader,4/24/2023 18:33,Status set by bulk loader,,,,,,,,,,,
23-0270-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Award modified. Reason: Sponsor Approved No Cost Extension,Kristi Stockdale,6/26/2023 11:53,No Cost Extension ,,,,,,,,,,,
23-0270-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Award modified. Reason: Administrative Change,Kristi Stockdale,6/30/2023 10:55,Corrected dates on general tab due to a glitch in RW.,,,,,,,,,,,
23-0270-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Active to In Closeout,Bryce William Howard,9/9/2024 14:20,We have recieved a closeout notice from OSP for this award. The final and outcomes reports in research.gov have not been submitted yet and have a due date of 9/29/2024. The award can be closed once the reports have been submitted and we retain a copy in our awards records. ,,,,,,,,,,,
23-0417-A0001-0,Todd A. Surovell,"Clovis Subsistence and Social Organization at the La Prele Mammoth Site (48CO1401), Converse County, Wyoming",National Science Foundation,National Science Foundation,,3/1/2020,8/1/2023,Anthropology,225814,23-0417,,,Active,4/24/2023 18:42,,,Anthropology,0,Original Award,,,,3.00E+14,,02fbdf65-ad7f-450c-b707-f1593725bdc5,,,,,,"Clovis Subsistence and Social Organization at the La Prele Mammoth Site (48CO1401), Converse County, Wyoming",,,,,,01-NSF,,,,,,,,,
23-0417-A0001-1,Todd A. Surovell,"Clovis Subsistence and Social Organization at the La Prele Mammoth Site (48CO1401), Converse County, Wyoming",National Science Foundation,National Science Foundation,,3/1/2020,8/30/2024,Anthropology,225814,23-0417,225814,,Active,6/29/2023 7:45,,,Anthropology,1,Sponsor Approved No Cost Extension,6/29/2023,Kristi Stockdale,Basic Research,3.00E+14,,02fbdf65-ad7f-450c-b707-f1593725bdc5,,Arts & Sciences,163104,163104,62710,"Clovis Subsistence and Social Organization at the La Prele Mammoth Site (48CO1401), Converse County, Wyoming",,,,,,01-NSF,New,,,,,,U.S. Federal Government,,225814
23-0417-A0001-2,Todd A. Surovell,"Clovis Subsistence and Social Organization at the La Prele Mammoth Site (48CO1401), Converse County, Wyoming",National Science Foundation,National Science Foundation,,3/1/2020,8/31/2024,Anthropology,225814,23-0417,225814,,In Closeout,6/30/2023 6:34,,,Anthropology,2,Administrative Change,6/30/2023,Kristi Stockdale,Basic Research,3.00E+14,,02fbdf65-ad7f-450c-b707-f1593725bdc5,,Arts & Sciences,163104,163104,62710,"Clovis Subsistence and Social Organization at the La Prele Mammoth Site (48CO1401), Converse County, Wyoming",Award Created,Legacy Loader,4/24/2023 18:42,,,01-NSF,New,,,,,,U.S. Federal Government,,225814
23-0417-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Active,Legacy Loader,4/24/2023 18:42,Status set by bulk loader,,,,,,,,,,,
23-0417-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Award modified. Reason: Sponsor Approved No Cost Extension,Kristi Stockdale,6/29/2023 9:32,No Cost Extension,,,,,,,,,,,
23-0417-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Award modified. Reason: Administrative Change,Kristi Stockdale,6/30/2023 6:36,Corrected the start and end dates on General tab due to glitch in RW,,,,,,,,,,,
23-0417-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Active to In Closeout,Bryce William Howard,9/16/2024 14:07,Award End date has passed.,,,,,,,,,,,
23-0066-A0002,Bonnie L Heidel,Plant Species Verification and Checklists for Northern Great Plains Parks,National Park Service/Department of the Interior,National Park Service/Department of the Interior,,7/18/2024,8/31/2028,Wyo Natural Diversity Database,129493.23,23-0066,129493.23,,Active,7/18/2024 9:32,,,Wyo Natural Diversity Database,0,Original Award,,,Applied Research,3.00E+14,,02ffcc64-96fe-4868-a580-67d5242fb9c3,,Research & Economic Development,110207,110207,19286.23,Tracking Plant Diversity within Northern Great Plains Parks,Award Created,Farrell Jean Rapp,7/18/2024 9:32,,,01-NPS,New,,,,,,U.S. Federal Government,,129493
23-0066-A0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Routed for Review,Farrell Jean Rapp,7/18/2024 9:40,,,,,,,,,,,,
23-0066-A0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to In Review & Negotiation,Farrell Jean Rapp,7/18/2024 9:40,,,,,,,,,,,,
23-0066-A0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: In Review & Negotiation to Active,Farrell Jean Rapp,7/18/2024 9:40,"Awarded. $129,492.23",,,,,,,,,,,
23-1437-A0001,Elizabeth Wommack,Collaborative Research: Ranges: Building Capacity to Extend Mammal Specimens from Western North America,National Science Foundation,National Science Foundation,,5/1/2023,4/30/2027,Zoology & Physiology,7413,23-1437,,,Active,4/24/2023 19:40,,,Zoology & Physiology,0,Original Award,,,Basic Research,3.00E+14,,03115e2a-7742-4811-a9c0-6cc752898b07,,,,,,Collaborative Research: Ranges: Building Capacity to Extend Mammal Specimens from Western North America,Award Created,Legacy Loader,4/24/2023 19:40,,,01-NSF,,,,,,,U.S. Federal Government,,
23-1437-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Active,Legacy Loader,4/24/2023 19:40,Status set by bulk loader,,,,,,,,,,,
23-0516-A0001-0,Jeffrey R. French,Collaborative Research: Further Investigations from the Seeded and Natural Orographic Wintertime clouds: the Idaho Experiment (SNOWIE),National Science Foundation,National Science Foundation,,9/1/2020,8/31/2023,Atmospheric Science,525740,23-0516,,,Active,4/24/2023 18:48,,,Atmospheric Science,0,Original Award,,,,3.00E+14,,0326029d-53f2-4faa-be68-7d47b8655290,,,,,,Collaborative Research: Further Investigations from the Seeded and Natural Orographic Wintertime clouds: the Idaho Experiment (SNOWIE),,,,,,01-NSF,,,,,,,,,
23-0516-A0001-1,Jeffrey R. French,Collaborative Research: Further Investigations from the Seeded and Natural Orographic Wintertime clouds: the Idaho Experiment (SNOWIE),National Science Foundation,National Science Foundation,,9/1/2020,8/31/2024,Atmospheric Science,525740,23-0516,,,Active,9/11/2023 11:11,,,Atmospheric Science,1,Grantee Approved No Cost Extension,9/11/2023,John Ruess,Basic Research,3.00E+14,,0326029d-53f2-4faa-be68-7d47b8655290,,Engineering & Physical Sciences,382476,,,Collaborative Research: Further Investigations from the Seeded and Natural Orographic Wintertime clouds: the Idaho Experiment (SNOWIE),,,,,,01-NSF,,,,,,,U.S. Federal Government,,525740
23-0516-A0001-2,Jeffrey R. French,Collaborative Research: Further Investigations from the Seeded and Natural Orographic Wintertime clouds: the Idaho Experiment (SNOWIE),National Science Foundation,National Science Foundation,,9/1/2020,8/31/2025,Atmospheric Science,525740,23-0516,,,Active,6/10/2024 13:33,,,Atmospheric Science,2,Sponsor Approved No Cost Extension,6/10/2024,Kristi Hargis Stockdale,Basic Research,3.00E+14,,0326029d-53f2-4faa-be68-7d47b8655290,,Engineering & Physical Sciences,382476,,,Collaborative Research: Further Investigations from the Seeded and Natural Orographic Wintertime clouds: the Idaho Experiment (SNOWIE),Award Created,Legacy Loader,4/24/2023 18:48,,,01-NSF,,,,,,,U.S. Federal Government,,525740
23-0516-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Active,Legacy Loader,4/24/2023 18:48,Status set by bulk loader,,,,,,,,,,,
23-0516-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Award modified. Reason: Grantee Approved No Cost Extension,John Ruess,9/11/2023 11:42,See NCE email,,,,,,,,,,,
23-0516-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Award modified. Reason: Sponsor Approved No Cost Extension,Kristi Hargis Stockdale,6/10/2024 13:47,No Cost Extension through 8/31/2025,,,,,,,,,,,
24-0758-A0001,Amy Marie Storey,Parasites and Bumble Bee Conservation in Northwestern Wyoming,Meg and Bert Raynes Wildlife Fund,Meg and Bert Raynes Wildlife Fund,,6/1/2024,5/31/2025,Wyo Natural Diversity Database,4773,24-0758,4773,,Active,6/11/2024 11:26,,,Zoology & Physiology,0,Original Award,,,Basic Research,3.00E+14,,03642ec6-c5db-4058-8b8a-3827bdb93133,,Research & Economic Development,4773,4773,0,Parasites and Bumble Bee Conservation in Northwestern Wyoming,Award Created,Farrell Jean Rapp,6/11/2024 11:26,,,07-RAYNES,New,,,,,,Non-Profit Organizations,,4773
24-0758-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Routed for Review,Farrell Jean Rapp,6/11/2024 11:35,,,,,,,,,,,,
24-0758-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to In Review & Negotiation,Farrell Jean Rapp,6/11/2024 11:35,,,,,,,,,,,,
24-0758-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: In Review & Negotiation to Active,Farrell Jean Rapp,6/11/2024 11:35,Awarded. Have Check/Letter.,,,,,,,,,,,
23-1490-A0001,Matthew Kauffman,Absaroka Fence Initiative: Fence Inventory and Associated Analysis - Year 2,Rocky Mountain Elk Foundation,Rocky Mountain Elk Foundation,,3/24/2023,3/24/2025,Wyoming Coop Unit,20000,23-1490,,,Active,4/24/2023 19:43,,,Wyoming Coop Unit,0,Original Award,,,Basic Research,3.00E+14,,036ada16-7520-4172-8633-34514932fd11,,,,,,Absaroka Fence Initiative: Fence Inventory and Associated Analysis - Year 2,Award Created,Legacy Loader,4/24/2023 19:43,,,07-RMELK,,,,,,,Non-Profit Organizations,,
23-1490-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Active,Legacy Loader,4/24/2023 19:43,Status set by bulk loader,,,,,,,,,,,
23-0498-A0001,Cynthia M. Hartung,"Riding for Focus in PE on Life Skills Development-Participation in Extracurricular Cycling Opps in Middle School Students"" and ""Acute Effects of High-Intensity Interval Training via Cycling on Executive Functioning in Middle School Students with ADHD‚Ä?",Outride,Outride,,7/15/2020,7/14/2023,Psychology,131308,23-0498,,,In Closeout,4/24/2023 18:47,,,Psychology,0,Original Award,,,Experimental Development,3.00E+14,,03765f17-7673-4dfe-b101-766c54e944cf,,,,,,"Riding for Focus in PE on Life Skills Development-Participation in Extracurricular Cycling Opps in Middle School Students"" and ""Acute Effects of High-Intensity Interval Training via Cycling on Executive Functioning in Middle School Students with ADHD‚Ä?",Award Created,Legacy Loader,4/24/2023 18:47,,,07-OUTRIDE,,,,,,,,,
23-0498-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Active,Legacy Loader,4/24/2023 18:47,Status set by bulk loader,,,,,,,,,,,
23-0498-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Active to In Closeout,Bryce William Howard,9/16/2024 14:08,Award End date has passed.,,,,,,,,,,,
24-0096-A0002-0,Eric John Nigh,Project Global Officer (Project GO),"Institute of International Education, Inc.",Department of Defense,,9/1/2022,4/30/2023,Politics Public Affairs & International Studies,466781.21,24-0096,466781.21,,Active,7/24/2023 14:22,,,Politics Public Affairs & International Studies,0,Original Award,,,Other Sponsored Activity,3.00E+14,,03a728ba-f2e8-4e3f-973c-91c3a7ad877d,,Arts & Sciences,406215.02,406215.02,60566.18,Project GO  2022-2023,,,,,,01-DOD,Non-Competing Continuation,,,,,,Non-Profit Organizations,,466781.21
24-0096-A0002-1,Eric John Nigh,Project Global Officer (Project GO),"Institute of International Education, Inc.",Department of Defense,,9/1/2022,8/31/2023,Politics Public Affairs & International Studies,491246.93,24-0096,491246.93,,In Closeout,7/24/2023 14:30,,,Politics Public Affairs & International Studies,1,New Funding Increment,7/24/2023,Farrell Jean Rapp,Other Sponsored Activity,3.00E+14,,03a728ba-f2e8-4e3f-973c-91c3a7ad877d,,Arts & Sciences,424473.02,424473.02,66773.9,Project GO  2022-2023,Award Created,Farrell Rapp,7/24/2023 14:22,,,01-DOD,Non-Competing Continuation,,,,Not Completed,,Non-Profit Organizations,,491246.93
24-0096-A0002-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Active,Farrell Rapp,7/24/2023 14:29,Legacy Clean Up,,,,,,,,,,,
24-0096-A0002-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Award modified. Reason: New Funding Increment,Farrell Rapp,7/24/2023 14:34,Amendment #1 from Sponsor. ,,,,,,,,,,,
24-0096-A0002-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Active to In Closeout,Bryce William Howard,9/16/2024 14:09,Award end date has passed,,,,,,,,,,,
23-0999-A0001,Chrystelle Khalaf,Assessing the Economic Impact of Constructing the Windstar and Stegall Electric Power Lines in Wyoming,"Cheyenne Light, Fuel, and Power","Cheyenne Light, Fuel, and Power",,11/1/2021,12/31/2021,COB Centers for Excellence,22636,23-0999,,,Closed,4/24/2023 19:15,,,COB Centers for Excellence,0,Original Award,,,,3.00E+14,,03ba9c02-4f83-4af9-8b42-d88a0faf9e1f,,,,,,Assessing the Economic Impact of Constructing the Windstar and Stegall Electric Power Lines in Wyoming,Award Created,Legacy Loader,4/24/2023 19:15,,,05-CLFP,,,,,,,Industry,,
