"Proposal #","Project Title","PI","PI Unit","Status","Sponsor","Prime Sponsor","Admin Unit","Project Start Date","Project End Date","Proposal Type","Project #","Created Date","Total Sponsor Costs","Sponsor Deadline","add new prime sponsor","add new sponsor","full proposal title","History Action","History Action By","History Action Date","History Comment","Prime Sponsor Org Type","Proposal Id","Resolution","Routing Comment","Routing Date","Routing Status","Total Cost Share","Total Direct Costs","Total Indirect Costs","Total Project Cost","uw is receiving funding as","uwreceiving funding lead other","Total Sponsor Costs in Proposal","Total Direct Costs in Proposal","Total Indirect Costs in Proposal","Total Project Cost in Proposal","FY","Project Number","Project Funding Amount","Award F&A Schedule","College (Subdivision)","Closed","Funded","Not Submitted to Sponsor","Submitted to Sponsor","In Development","Under Consideration","Under Review","Approved","Total_submitted_to_sponsor"
"25-0227-P0001","Does Invasion Beget Invasion? Mechanisms and Consequences of Ecotype Transitions in  Rocky Mountain Forests","Sara J. Germain","Botany","Submitted to Sponsor","Forest Service/Department of Agriculture",NA,"Botany","1/1/2025","12/31/2028","New","25-0227",2024-10-15 01:20:00,"199910","11/1/2024 12:00:00 AM",NA,NA,"Does Invasion Beget Invasion? Mechanisms and Consequences of Ecotype Transitions in  Rocky Mountain Subalpine Forests","Proposal Created > Assigned to SP Proposal Administrator: Kayleigh Ann Edgar > Status was changed from: In Development to Under Review > Status was changed from: Under Review to In Development > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor","Sara J. Germain > Janissa Marie Analissia Martinez > John Ruess > Tucker James Furniss > Kelsey C. Brock > Farrell Jean Rapp","10/15/2024 01:20:02 PM > 10/15/2024 04:38:36 PM > 10/29/2024 04:22:16 PM > 11/1/2024 11:37:36 AM > 11/1/2024 12:21:12 PM > 11/1/2024 12:21:48 PM > 11/1/2024 12:23:37 PM > 11/1/2024 12:40:34 PM > 11/1/2024 01:17:26 PM > 11/1/2024 01:19:34 PM > 11/1/2024 01:21:29 PM > 11/1/2024 02:05:26 PM > 11/1/2024 02:14:08 PM > 11/1/2024 02:23:30 PM","update budget > edits > submitted",NA,"7ca31d45-80bc-43c4-81fd-6f64e48488ae",NA,"see note re fringe > VPRED approved use of a 30% IDC rate with the remainder being used for cost share.","11/1/2024 12:23:46 PM > 11/1/2024 12:21:28 PM > 11/1/2024 01:17:35 PM > 11/1/2024 02:05:26 PM > 11/1/2024 01:21:29 PM > 11/1/2024 01:19:34 PM > 11/1/2024 02:07:19 PM > 11/1/2024 02:07:14 PM > 11/1/2024 02:07:10 PM > 11/1/2024 02:07:05 PM > 11/1/2024 02:14:08 PM","Approved > Certified","199913","162336","37574","399823",NA,"Yes","199910","162336","37574","399823","FY2025","250227A0001",NA,NA,"College of Agriculture, Life Sciences & Natural Resources",0,0,0,1,0,0,0,0,1
"25-0464-P0001","EAGER: A study on the CQC conjecture - An information exclusion relation with applications in quantum information processing","Hasan Iqbal","Electrical Engineering & Computer Science","Submitted to Sponsor","National Science Foundation",NA,"Electrical Engineering & Computer Science","3/1/2025","3/1/2027","New","25-0464",2025-01-21 02:10:00,"180990","1/27/2025 12:00:00 AM",NA,NA,"EAGER: A study on the CQC conjecture - An information exclusion relation with applications in quantum information processing","Proposal Created > Status was changed from: In Development to Under Review > Status was changed from: Under Review to In Development > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor","Hasan Iqbal > John Ruess > Thomas Abraham Lentner > Farrell Jean Rapp","1/21/2025 02:10:20 PM > 1/22/2025 09:06:24 PM > 1/27/2025 07:52:16 AM > 1/27/2025 12:24:36 PM > 1/27/2025 01:49:04 PM > 1/27/2025 01:54:11 PM > 1/27/2025 01:57:23 PM > 1/27/2025 02:08:43 PM > 1/30/2025 02:15:25 PM > 1/31/2025 08:49:13 AM > 2/5/2025 03:40:01 PM","edit > Updating form fields
 > submitted",NA,"298fdab1-2b52-428c-8b46-34f7988e99b5",NA,"Passes pre-award checks with budget update","1/30/2025 02:14:29 PM > 1/30/2025 02:15:25 PM > 1/30/2025 08:41:55 PM > 1/30/2025 04:36:12 PM > 1/31/2025 08:49:14 AM","Approved > Certified",NA,"132763","48227","180990",NA,"Yes","180990","132763","48227","180990","FY2025","250464A0001",NA,NA,"College of Engineering & Physical Sciences",0,0,0,1,0,0,0,0,1
"25-0168-P0002","ECCC-POC-Study on Amphibian Pathogens","Maria Forzan","Veterinary Science","Not Submitted to Sponsor","ADD NEW",NA,"Veterinary Science","12/1/2024","3/31/2026","New","25-0168",2024-11-07 09:11:00,"28780","11/14/2024 12:00:00 AM",NA,"Environment and Climate Change Canada","ECCC-POC-Study on Amphibian Pathogens","Proposal Created > Status was changed from: In Development to Under Review > Certified > Status was changed from: Under Review to In Development > Status was changed from: In Development to Closed. Resolution set to: PI Abandoned","Thomas Abraham Lentner > Maria Forzan > Farrell Jean Rapp","11/7/2024 09:11:11 AM > 11/7/2024 01:50:17 PM > 11/7/2024 02:34:02 PM > 11/14/2024 09:40:25 AM > 12/4/2024 10:18:38 AM","Could not pursue funding due to IDC limits",NA,"7a027843-e097-42f1-9717-ca1ec60191fe","PI Abandoned","VPRED and Deputy VP do not approve the rate at 8%. However, they approved moving forward at the State rate of 20% TDC. > Passes pre-award checks.  IDC limited to 8% MTDC.  Sole-source contracting with Canadian governmental agency.","11/14/2024 09:40:26 AM > 11/7/2024 02:38:44 PM > 11/7/2024 02:38:40 PM > 11/7/2024 02:34:02 PM > 11/7/2024 01:51:00 PM","Declined > Approved > Certified > Not Completed",NA,"15537","1243","28780",NA,"Yes","28780","15537","1243","28780","FY2025","250168A0002",NA,NA,"College of Agriculture, Life Sciences & Natural Resources",0,0,1,0,0,0,0,0,0
"25-0114-P0001","ERI","Juhyeon Ahn","Chemical & Biomedical Engineering","Submitted to Sponsor","National Science Foundation",NA,"Chemical & Biomedical Engineering","6/1/2025","5/31/2027","New","25-0114",2024-09-06 02:37:00,"199713","10/9/2024 12:00:00 AM",NA,NA,"ERI: : Exploring Electrochemical Performance Mechanisms for High  Energy Density Batteries through Structurally Complex Materials","Proposal Created > Status was changed from: In Development to Under Review > Certified > Form was edited in 'Under Review' status > Status was changed from: Under Review to Approved > Form was edited in 'Approved' status > Status was changed from: Approved to Submitted to Sponsor > Status was changed from: Submitted to Sponsor to Closed. Resolution set to: Not Funded","Juhyeon Ahn > Thomas Abraham Lentner > Farrell Jean Rapp","9/6/2024 02:37:26 PM > 10/4/2024 02:37:27 PM > 10/4/2024 02:53:04 PM > 10/4/2024 05:15:31 PM > 10/7/2024 09:14:27 AM > 10/7/2024 09:14:32 AM > 10/9/2024 04:57:18 PM > 1/24/2025 09:35:30 AM","Proposal number 2502280 > NSF is unable to support the proposal.",NA,"da787cfc-623b-4adb-b45a-73cfa4ed5f41","Not Funded","Passes pre-award checks.  Ready for approval.","10/4/2024 02:52:07 PM > 10/4/2024 02:53:04 PM > 10/7/2024 08:47:22 AM > 10/4/2024 06:50:40 PM > 10/7/2024 09:14:27 AM","Approved > Certified",NA,"145720","53993","199713",NA,"Yes","199713","145720","53993","199713","FY2025","250114A0001",NA,NA,"College of Engineering & Physical Sciences",0,0,0,1,0,0,0,0,1
"25-0148-P0001","ERI: Improving the Vat Photopolymerization 3D-Printing of Soft Elastomers Through a Deeper  Understanding of Process Dynamics","Daniel Andrew Rau","Mechanical Engineering","Submitted to Sponsor","National Science Foundation",NA,"Mechanical Engineering","7/1/2025","7/1/2027","New","25-0148",2024-09-17 04:53:00,"198932","10/9/2024 12:00:00 AM",NA,NA,"ERI: Improving the Vat Photopolymerization 3D-Printing of Soft Elastomers Through a Deeper Understanding of Process Dynamics","Proposal Created > Status was changed from: In Development to Under Review > Status was changed from: Under Review to In Development > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor","Daniel Andrew Rau > Kayleigh Ann Edgar > Thomas Abraham Lentner > Farrell Jean Rapp","9/17/2024 04:53:56 PM > 10/1/2024 07:39:43 PM > 10/4/2024 10:47:39 AM > 10/4/2024 10:53:33 AM > 10/4/2024 04:11:59 PM > 10/4/2024 04:14:24 PM > 10/4/2024 04:21:47 PM > 10/7/2024 03:51:28 PM > 10/9/2024 03:34:50 PM","Updating fields > Removing S2S > Submitted to NSF 2502245 10/9/24",NA,"b62851ce-356b-4fca-ab2e-13c35e3068cf",NA,"Passes pre-award checks.","10/4/2024 04:14:39 PM > 10/4/2024 04:21:47 PM > 10/7/2024 01:38:26 PM > 10/7/2024 08:51:10 AM > 10/7/2024 03:51:28 PM","Approved > Certified",NA,"148931","50002","198932",NA,"Yes","198932","148931","50002","198932","FY2025","250148A0001",NA,NA,"College of Engineering & Physical Sciences",0,0,0,1,0,0,0,0,1
"25-0125-P0001","ERI: Quantifying Community-Level Damage Risk to Hazard-Induced Wood Rot","Garrett Andrew Tatum","Civil & Architectural Engineering & Construction Management","Submitted to Sponsor","National Science Foundation",NA,"Civil & Architectural Engineering & Construction Management","8/4/2025","8/3/2027","New","25-0125",2024-09-10 02:29:00,"199932","10/9/2024 12:00:00 AM",NA,NA,"ERI: Hazard Fragility Models for Decayed Wood-Framed Structural Assemblies","Proposal Created > Status was changed from: In Development to Under Review > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor","Garrett Andrew Tatum > Farrell Jean Rapp > Kayleigh Ann Edgar","9/10/2024 02:29:38 PM > 9/24/2024 12:27:19 PM > 10/3/2024 08:19:45 PM > 10/4/2024 04:22:04 PM > 10/9/2024 03:20:12 PM","Submitted to sponsor NSF 2502222",NA,"1f52771b-aded-4565-a4c5-7b4696e3d3af",NA,"Passes pre-award checks.  Ready for approval.","10/3/2024 05:22:10 PM > 10/3/2024 08:19:45 PM > 10/4/2024 02:15:53 PM > 10/4/2024 09:10:18 AM > 10/4/2024 04:22:04 PM","Approved > Certified",NA,"145829","54103","199916",NA,"Yes","199932","145829","54103","199916","FY2025","250125A0001",NA,NA,"College of Engineering & Physical Sciences",0,0,0,1,0,0,0,0,1
"25-0143-P0001","Enabling Sustainable Greenhouses Through Robotic Harvesting Of Leafy Greens","Yaqoob Majeed","Engineering & Physical Sciences Deans Office","Submitted to Sponsor","Texas A&M University","National Institute of Food and Agriculture/Department of Agriculture","Electrical Engineering & Computer Science","8/1/2025","7/31/2029","New","25-0143",2024-09-13 04:15:00,"299705","9/25/2024 12:00:00 AM",NA,NA,"Enabling Sustainable Greenhouses Through Robotic Harvesting Of Leafy Greens","Proposal Created > Status was changed from: In Development to Under Review > Status was changed from: Under Review to In Development > Assigned to SP Proposal Administrator: Kayleigh Ann Edgar > Unassigned from SP Proposal Administrator: Kayleigh Ann Edgar > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor","Yaqoob Majeed > Thomas Abraham Lentner > Kayleigh Ann Edgar > Farrell Jean Rapp","9/13/2024 04:15:40 PM > 9/13/2024 04:28:34 PM > 9/16/2024 03:42:02 PM > 9/19/2024 11:20:40 AM > 9/19/2024 11:26:14 AM > 9/19/2024 11:26:31 AM > 9/19/2024 11:26:43 AM > 9/20/2024 09:44:53 AM > 9/20/2024 09:49:04 AM > 9/20/2024 09:59:42 AM > 9/20/2024 02:01:27 PM > 9/20/2024 03:05:03 PM","Updating some form fields for review > Updating sponsor information and form fields > LOI sent to PI and submitted to Prime",NA,"20cb77b9-7fc1-49bf-80ac-0a08d2da87c2",NA,"Subaward on NIFA project.  IDC limited to 30% TFFA.  Passes pre-award checks","9/20/2024 09:51:01 AM > 9/20/2024 09:59:42 AM > 9/20/2024 01:54:03 PM > 9/20/2024 10:21:36 AM > 9/20/2024 02:01:27 PM","Approved > Certified",NA,"222190","77515","299705","A Subrecipient","No","299705","222190","77515","299705","FY2025","250143A0001",NA,NA,NA,0,0,0,1,0,0,0,0,1
"24-0648-P0001","Evaluating Telemedicine Related Opioid Use Disorder (OUD) Services in  Underserved Populations: A Comparison of Waiver and Post waiver Periods.","Lauren Rose Gilbert","Kinesiology & Health","Funded","University of Houston","National Cancer Institute/National Institutes of Health/Department of Health and Human Services","Kinesiology & Health","8/28/2023","5/1/2025","Transfer","24-0648",2023-12-15 08:59:00,NA,"3/22/2024 12:00:00 AM",NA,NA,"Evaluating Telemedicine Related Opioid Use Disorder (OUD) Services in  Underserved Populations: A Comparison of Waiver and Post waiver Periods.","Proposal Created > Assigned to SP Proposal Administrator: Kasi Smart > Status was changed from: In Development to Under Review > Status was changed from: Under Review to In Development > Certified > Form was edited in 'Under Review' status > Status was changed from: Under Review to Approved > Status was changed from: Approved to In Development > Status was changed from: Approved to Submitted to Sponsor > Unassigned from SP Proposal Administrator: Kasi Smart > Assigned to SP Proposal Administrator: Thomas Abraham Lentner > Status was changed from: Submitted to Sponsor to Under Consideration > Status was changed from: Under Consideration to Funded","Lauren Rose Gilbert > Bryce William Howard > Kasi Smart > Tashina Lemons > Farrell Jean Rapp > Inna Willis > Kristi Hargis Stockdale","12/15/2023 08:59:00 AM > 12/15/2023 01:45:12 PM > 3/15/2024 11:38:05 AM > 3/18/2024 12:58:45 PM > 3/19/2024 04:05:32 PM > 3/29/2024 12:21:18 PM > 3/29/2024 01:37:44 PM > 3/29/2024 01:40:27 PM > 4/2/2024 10:53:17 AM > 4/2/2024 10:55:06 AM > 4/2/2024 10:55:15 AM > 4/5/2024 09:17:29 AM > 4/5/2024 10:16:36 AM > 4/9/2024 07:32:37 PM > 4/10/2024 09:21:40 AM > 4/11/2024 12:35:40 PM > 7/12/2024 03:16:13 PM > 7/12/2024 03:16:17 PM > 8/19/2024 03:59:09 PM > 9/13/2024 03:37:53 PM","Incorrect IDC rate > Update to budget information
 > PI updates to budget to include aspects earlier not captured. > Documents submitted to lead organization on 4/11/24 > Received a Subaward for signature > Funded.",NA,"5fb36797-6df7-423f-a612-d1c44b57ce70",NA,"Updated budget and rerouting for approval, budget includes increase of funds","4/2/2024 10:55:16 AM > 4/2/2024 07:36:47 AM > 4/2/2024 07:34:18 AM > 3/29/2024 01:40:27 PM > 3/29/2024 01:38:12 PM > 4/9/2024 01:27:33 PM > 4/9/2024 07:32:37 PM > 4/9/2024 07:34:55 PM > 4/9/2024 07:35:38 PM > 4/10/2024 09:21:40 AM","Approved > Certified",NA,NA,"2373","7704","A Subrecipient","No","$7704","$5332","2373","7704","FY2024","240648A0001",12532,"445MTDC1","College of Health Sciences",0,1,0,0,0,0,0,0,1
"25-0362-P0001","Evaluating the Rural Foundational Economy","Grete Gansauer","Haub School of Environment & Natural Resources","In Development","National Institute of Food and Agriculture/Department of Agriculture",NA,"Haub School of Environment & Natural Resources","9/15/2024","9/14/2026","Transfer","25-0362",2024-12-06 02:37:00,"188360","2/21/2025 12:00:00 AM",NA,NA,"Evaluating Regionally-Targeted Policy Alternatives to Build the Rural Foundational Economy","Proposal Created > Status was changed from: In Development to Under Review > Status was changed from: Under Review to In Development","Grete Gansauer > Thomas Abraham Lentner","12/6/2024 02:37:50 PM > 12/6/2024 03:08:54 PM > 12/19/2024 11:19:36 AM","Updating form fields",NA,"da35c791-d976-4c97-a135-08041b4b469b",NA,NA,NA,"Not Yet Active",NA,"188360","0","188360",NA,"Yes","188360","188360","0","188360","FY2025","250362A0001",NA,NA,"Haub School of Environment & Natural Resources",0,0,0,0,1,0,0,0,0
"25-0176-P0001","Examining the perceptions of harm reduction among peer recovery coaches and recovery organizations in Wyoming","Lauren Rose Gilbert","Kinesiology & Health","Submitted to Sponsor","ADD NEW","National Institutes of Health/Department of Health and Human Services","Kinesiology & Health","12/1/2024","11/30/2025","New","25-0176",2024-09-27 02:04:00,"55800","11/14/2024 12:00:00 AM",NA,"UT Health San Antonio","Examining the perceptions of harm reduction among peer recovery coaches and recovery organizations in Wyoming","Proposal Created > Status was changed from: In Development to Under Review > Certified > Form was edited in 'Under Review' status > Status was changed from: Under Review to Approved > Form was edited in 'Approved' status > Status was changed from: Approved to Submitted to Sponsor","Lauren Rose Gilbert > Farrell Jean Rapp > Thomas Abraham Lentner","9/27/2024 02:04:49 PM > 10/16/2024 04:30:40 PM > 10/30/2024 02:45:50 PM > 10/31/2024 08:36:17 AM > 10/31/2024 08:43:41 AM > 11/13/2024 08:23:55 AM > 11/15/2024 08:16:11 AM","Submitted 11/14/2024 by PI",NA,"4d727816-4cc7-4391-87eb-d0750051ea3f",NA,NA,"10/30/2024 01:06:00 PM > 10/30/2024 02:45:50 PM > 10/31/2024 07:33:26 AM > 10/30/2024 02:48:33 PM > 10/31/2024 08:43:41 AM","Approved > Certified",NA,"38616","17184","55800","A Subrecipient","No","55800","38616","17184","55800","FY2025","250176A0001",NA,NA,"College of Health Sciences",0,0,0,1,0,0,0,0,1
"25-0337-P0002","Expanding Industrial Markets for Mass Timber through Novel Insulated CLT Panels","Garrett Andrew Tatum","Civil & Architectural Engineering & Construction Management","Submitted to Sponsor","ADD NEW",NA,"Civil & Architectural Engineering & Construction Management","8/18/2025","8/17/2027","New","25-0337",2024-11-21 02:59:00,"43037","12/3/2024 12:00:00 AM",NA,"Softwood Lumber Board","Expanding Industrial Markets for Mass Timber through Novel Insulated CLT Panels","Proposal Created > Status was changed from: In Development to Under Review > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Closed. Resolution set to: Not Funded","Garrett Andrew Tatum > Ahmed Fathy Abdelaty Ahmed > Farrell Jean Rapp > Thomas Abraham Lentner","11/21/2024 02:59:09 PM > 11/26/2024 11:38:08 AM > 11/26/2024 01:43:46 PM > 12/2/2024 09:43:15 AM > 12/5/2024 02:48:23 PM > 12/11/2024 03:17:24 PM","Sponsor closed the funding opportunity for this year.  No funds remaining.  PI may apply for funding next year.",NA,"93476ae5-b369-4c04-9996-7d45801891d3","Not Funded","Passes pre-award checks.  Match for USDA proposal.  IDC reduced to 8%, balance of unrecovered IDC counted as UW match towards USDA portion of funding. > AP approved sponsor indirect cost limitation.","11/26/2024 12:30:05 PM > 12/2/2024 09:43:15 AM > 11/26/2024 01:43:46 PM > 12/5/2024 02:07:47 PM > 12/4/2024 10:34:10 AM > 12/4/2024 10:34:05 AM > 12/5/2024 02:48:24 PM","Approved > Certified",NA,"40549","2488","244027",NA,"Yes","43037","40549","2488","244027","FY2025","250337A0002",NA,NA,"College of Engineering & Physical Sciences",0,0,0,1,0,0,0,0,1
"24-1078-P0001","Experiential Data Science Across Wyoming","Dane Robert Taylor","School of Computing","Submitted to Sponsor","National Science Foundation",NA,"School of Computing","7/1/2025","6/30/2028","New","24-1078",2024-06-10 04:53:00,"1107431","6/21/2024 12:00:00 AM",NA,NA,"DSC: Experiential Data Science Across Wyoming","Proposal Created > Assigned to SP Proposal Administrator: Thomas Abraham Lentner > Status was changed from: In Development to Under Review > Status was changed from: Under Review to In Development > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor > Status was changed from: Submitted to Sponsor to Closed. Resolution set to: Not Funded","Dane Robert Taylor > Inna Willis > John Ruess > William Christopher Cain > Diksha Shukla > Gabrielle Dawn Allen > Raya Hegeman-Davis > Jeffrey D. Hamerlinck > Farrell Jean Rapp","6/10/2024 04:53:38 PM > 6/13/2024 04:06:50 PM > 6/18/2024 11:05:28 AM > 6/18/2024 04:15:56 PM > 6/18/2024 04:17:23 PM > 6/18/2024 04:19:08 PM > 6/18/2024 04:19:35 PM > 6/18/2024 04:28:08 PM > 6/18/2024 04:31:46 PM > 6/19/2024 11:52:03 AM > 6/19/2024 11:51:08 PM > 6/21/2024 09:20:57 AM > 6/21/2024 09:40:53 AM > 11/25/2024 09:42:22 AM","edits > submitted > per notice from NSF 11/22/2024",NA,"5830c4e9-be75-4074-9ffb-9bbcdb903a64","Not Funded",NA,"6/18/2024 04:17:33 PM > 6/19/2024 11:51:08 PM > 6/19/2024 11:52:03 AM > 6/18/2024 04:31:46 PM > 6/18/2024 04:28:08 PM > 6/18/2024 04:19:35 PM > 6/18/2024 04:19:08 PM > 6/21/2024 08:57:26 AM > 6/21/2024 06:58:05 AM > 6/20/2024 09:12:49 AM > 6/20/2024 01:20:26 AM > 6/19/2024 11:52:11 PM > 6/19/2024 11:52:04 PM > 6/19/2024 11:51:54 PM > 6/21/2024 09:20:57 AM","Approved > Certified",NA,"904210","203221","1107431",NA,"Yes","1107431","904210","203221","1107431","FY2024","241078A0001",NA,NA,"College of Engineering & Physical Sciences",0,0,0,1,0,0,0,0,1
