"Proposal #","Project Title","PI","Status","Sponsor","Prime Sponsor","Admin Unit","Project Start Date","Project End Date","Proposal Type","Instrument Type","Project #","PI Unit","sponsor type","Sponsor Org Type","Created Date","Total Sponsor Costs","Sponsor Deadline","full proposal title","History Action","History Action By","History Action Date","History Comment","Prime Sponsor Org Type","Resolution","Routing Comment","Routing Date","Routing Status","Total Cost Share","Total Direct Costs","Total Indirect Costs","Total Project Cost","uw is receiving funding as","uwreceiving funding lead other","Actual_Submission_Date","Actual_Funding_Date","FY","Project Number","Project Status","Project Funding Amount","Award F&A Schedule","College (Subdivision)","Funded","Submitted to Sponsor","Under Consideration","Not Funded","Transfer","Total_submitted_to_sponsor","First_Proposal_Submission_Date","First_Federal_Grant_Submission_Date","Matched_Pattern","Project Manager","Joining Date","Total Start Up Funds","Months_to_submit_first_proposal","Months_to_submit_first_federal_grant"
"24-0784-P0001","Regulatory Cell Therapy for Sjögren's Syndrome","David W Pascual","Transfer","National Institutes of Health/Department of Health and Human Services",NA,"Veterinary Science","3/27/2024","8/31/2024","Transfer",NA,"24-0784","Veterinary Science","U.S. Federal Government",NA,"2/2/2024 04:51:06 am","265724","3/27/2024","Regulatory Cell Therapy for Sjögren's Syndrome","Proposal Created","David W Pascual","2/2/2024 04:51:05 am",NA,NA,NA,NA,"5/13/2024 12:08:24 pm","Approved",NA,"183892","81832",265724,NA,"Yes",2024-06-13 18:15:22,2024-06-13 12:16:10,"FY2024","240784A0001","ACTIVE",265724,"445MTDC1","College of Agriculture, Life Sciences & Natural Resources",0,0,0,0,1,0,2024-02-28,2024-02-28,"David.*Pascual","David Pascual",2024-03-27,"  73000.00",-0.9,-0.9
"25-0393-P0001","Ribosomal Heterogeneity as a Mechanism for Neuronal Adaptation","Rammohan Shukla","Submitted to Sponsor","National Institute of General Medical Sciences/National Institutes of Health/Department of Health and Human Services",NA,"Zoology & Physiology","12/1/2025","11/30/2030","New",NA,"25-0393","Zoology & Physiology","U.S. Federal Government",NA,"1/1/2025 08:21:41 am","1779551","2/3/2025","Ribosomal Heterogeneity as a Mechanism for Neuronal Adaptation","Proposal Created","Rammohan Shukla","1/1/2025 08:21:40 am",NA,NA,NA,"Passes pre-award checks.","1/31/2025 10:45:13 am","Approved",NA,"1250000","529550",1779551,NA,"Yes",2025-02-04 22:36:32,NA,"FY2025","250393A0001",NA,NA,NA,"College of Agriculture, Life Sciences & Natural Resources",0,1,0,0,0,1,2024-02-23,2024-07-05,"Rammohan.*Shukla","Rammohan Shukla",2023-08-22," 407500.00",6.2,10.6
"24-0372-P0001","Role of ribosome heterogeneity in stress-related mood disorder","Rammohan Shukla","Submitted to Sponsor","National Institutes of Health/Department of Health and Human Services",NA,"Zoology & Physiology","4/1/2024","5/30/2029","Resubmission",NA,"24-0372","Zoology & Physiology","U.S. Federal Government",NA,"9/1/2023 10:26:52 am","1779551","7/5/2024","Role of ribosome heterogeneity in stress-related mood disorder","Proposal Created","Rammohan Shukla","9/1/2023 10:26:52 am",NA,NA,NA,NA,"7/2/2024 01:30:11 pm","Approved",NA,"1250000","529550",1779551,NA,"Yes",2024-07-05 15:02:18,NA,"FY2025","240372A0001",NA,NA,NA,"College of Agriculture, Life Sciences & Natural Resources",0,1,0,0,0,1,2024-02-23,2024-07-05,"Rammohan.*Shukla","Rammohan Shukla",2023-08-22," 407500.00",6.2,10.6
"25-0156-P0001","SPS NPP","Ankit Saxena","Submitted to Sponsor","National Science Foundation",NA,"Mechanical Engineering","8/1/2025","7/31/2027","New",NA,"25-0156","Mechanical Engineering","U.S. Federal Government",NA,"9/18/2024 05:11:38 pm","199064","10/7/2024","Passive Sesimic protection for nuclear power plants using embedded particle dampers","Proposal Created","Ankit Saxena","9/18/2024 05:11:37 pm",NA,NA,NA,"Passes pre-award checks.  Ready for approval.  NSF ERI.  standard IDC.  Due to sponsor 10/9.  Can be submitted early.","10/3/2024 01:34:15 pm","Approved",NA,"145517","53547",199064,NA,"Yes",2024-10-07 20:10:27,NA,"FY2025","250156A0001",NA,NA,NA,"College of Engineering & Physical Sciences",0,1,0,0,0,1,2024-10-07,2024-10-07,"Ankit.*Saxena","Ankit Saxena",2024-08-20," 205783.00",1.6,1.6
"25-0613-P0001","Signals in Soil - A Data-Driving Approach to Soil Health and Resilience","Jennifer Kay Bell","Submitted to Sponsor","University of Colorado, Boulder","Rocky Mountain Innovation Initiative","Ecosystem Science & Management","7/1/2025","6/30/2026","New",NA,"25-0613","Ecosystem Science & Management","Institutions of Higher Education",NA,"3/13/2025 09:55:57 am","56725","3/14/2025","Signals in Soil - A Data-Driving Approach to Soil Health and Resilience","Proposal Created","Jennifer Kay Bell","3/13/2025 09:55:55 am",NA,NA,NA,"Passes pre-award checks.  Subaward through CU Boulder for CO-WY engine project","3/13/2025 12:41:46 pm","Approved",NA,"39256","17469.04",56725,"A Subrecipient","No",2025-03-14 19:13:01,2025-03-13 12:40:55,"FY2025","250613A0001",NA,NA,NA,"College of Agriculture, Life Sciences & Natural Resources",0,1,0,0,0,1,2024-09-11,NA,"Jennifer.*Bell","Jennifer Bell",2024-08-20," 100000.00",0.7,NA
"25-0139-P0001","Space Robotics Tec nologies Enabling a Servicing Team to Service a Cooperative of Non-cooperative Client Involving Contact Operations","Ian Walker","Transfer","University of Cincinnati","Air Force Office of Scientific Research/Department of Defense","Electrical Engineering & Computer Science","8/27/2024","2/26/2026","Transfer",NA,"25-0139","Electrical Engineering & Computer Science","Institutions of Higher Education",NA,"9/12/2024 02:55:21 pm","950433","9/12/2024","Space Robotics Tec nologies Enabling a Servicing Team to Service a Cooperative of Non-cooperative Client Involving Contact Operations","Proposal Created","Farrell Jean Rapp","9/12/2024 02:55:20 pm",NA,NA,NA,NA,"9/27/2024 11:33:28 am","Approved",NA,"687303","263130",950433,"A Subrecipient","No",2024-10-01 18:17:27,2024-12-04 08:29:27,"FY2025","250139A0001","ACTIVE",134668.4,"445MTDC1","College of Engineering & Physical Sciences",0,0,0,0,1,0,2024-09-12,2024-09-12,"Ian.*Walker","Ian Walker",2024-08-20," 108047.31",0.8,0.8
"25-0201-P0001","Sparseness and Bellman Functions in Harmonic Analysis","Irina Holmes Fay","Transfer","National Science Foundation",NA,"Mathematics & Statistics","8/1/2024","7/31/2026","Transfer",NA,"25-0201","Mathematics & Statistics","U.S. Federal Government",NA,"10/7/2024 02:17:07 pm","216509","1/31/2025","Sparseness and Bellman Functions in Harmonic Analysis","Proposal Created","John Ruess","10/7/2024 02:17:07 pm",NA,NA,NA,"NSF transfer. Passes preaward checks","2/13/2025 04:17:09 pm","Approved",NA,"157707","58802",216509,NA,"Yes",2025-02-18 17:33:46,2025-02-18 10:34:09,"FY2025","250201A0001","ACTIVE",216508,"445MTDC1","College of Engineering & Physical Sciences",0,0,0,0,1,0,2025-02-18,2025-02-18,"Irina.*Holmes","Irina Holmes",2024-08-20,"  71373.31",6.1,6.1
"23-1614-P0001","Spillover of SARS-CoV-2 into wildlife from wastewater","Bledar Bisha","Funded","Animal and Plant Health Inspection Service/Department of Agriculture",NA,"Animal Science","6/1/2023","6/1/2025","New",NA,"23-1614","Animal Science","U.S. Federal Government",NA,"6/9/2023 04:45:43 pm","1362664","5/18/2023","Spillover of SARS-CoV-2 into wildlife from wastewater treatment plants in the U.S","Proposal Created","Bryce Howard","6/9/2023 04:45:42 pm",NA,NA,NA,NA,"6/21/2023 08:58:05 am","Cancelled",NA,"1238786","123878",1362664,NA,"Yes",2023-06-21 14:58:33,2023-06-21 08:58:48,"FY2023","231614A0001","ACTIVE",1362664.6,"10TDC","College of Agriculture, Life Sciences & Natural Resources",1,0,0,0,0,1,2023-06-21,2023-06-21,"Bledar.*Bisha","Bledar Bisha",2013-08-20,"  67500.00",119.7,119.7
"23-1808-P0001","Spin-Orbit Alignment of Close Binary Stars","Maxwell Cassady Moe","Not Funded","National Science Foundation",NA,"Physics & Astronomy Department","8/1/2023","7/31/2026","New",NA,"23-1808","Physics & Astronomy","U.S. Federal Government",NA,"6/26/2023 10:05:37 am","192410","11/15/2022","Spin-Orbit Alignment of Close Binary Stars","Proposal Created","Tashina Lemons","6/26/2023 10:05:36 am",NA,NA,"Not Funded",NA,NA,"Not Completed",NA,"144925","47485",192410,NA,"Yes",2024-03-15 21:22:32,NA,"FY2024","231808A0001",NA,NA,NA,"College of Engineering & Physical Sciences",0,0,0,1,0,1,2024-03-15,2024-03-15,"Maxwell.*Moe","Maxwell Moe",2022-08-16," 113000.00",19.2,19.2
"24-0515-P0001","Study of the Radiative Effects of Global Subvisible Cirrus Clouds Based on SAGE III/ISS Observations and Radiative Transfer Modeling Capabilities","Masanori Saito","Submitted to Sponsor","Texas A&M University","National Aeronautics and Space Administration","Atmospheric Science","5/3/2024","5/2/2027","New",NA,"24-0515","Atmospheric Science","U.S. Federal Government",NA,"10/25/2023 09:42:50 am","130000","11/3/2023","Study of the Radiative Effects of Global Subvisible Cirrus Clouds Based on SAGE III/ISS Observations and Radiative Transfer Modeling Capabilities","Proposal Created","Masanori Saito","10/25/2023 09:42:50 am",NA,NA,NA,NA,"10/27/2023 10:19:00 am","Cancelled",NA,"94323","35677",130000,"A Subrecipient","No",2023-10-27 16:19:12,NA,"FY2024","240515A0001",NA,NA,NA,"College of Engineering & Physical Sciences",0,1,0,0,0,1,2023-08-11,2023-08-11,"Masanori.*Saito","Masanori Saito",2023-08-22," 129393.92",-0.4,-0.4
"25-0101-P0001","TBL Equity Math Teachers","Miriam Marie Sanders","Submitted to Sponsor","National Science Foundation",NA,"School of Teacher Education","6/1/2025","5/31/2029","New",NA,"25-0101","School of Teacher Education","U.S. Federal Government",NA,"8/30/2024 09:37:32 am","1190654","10/31/2024","Team-Based Learning to Improve Equitable Teaching Practices in Urban Middle School Mathematics Courses","Proposal Created","Miriam Marie Sanders","8/30/2024 09:37:31 am",NA,NA,NA,NA,"10/29/2024 10:05:49 am","Approved",NA,"887990","302664",1190654,NA,"Yes",2024-11-13 15:17:36,NA,"FY2025","250101A0001",NA,NA,NA,"College of Education",0,1,0,0,0,1,2024-11-13,2024-11-13,"Miriam.*Sanders","Miriam Sanders",2024-08-20,"  10033.00",2.8,2.8
"25-0134-P0001","TNC Public Lands Rule Policy Analysis","Melanie Armstrong","Funded","The Nature Conservancy",NA,"Haub School of Environment & Natural Resources","10/1/2024","12/31/2024","New",NA,"25-0134","Haub School of Environment & Natural Resources","Non-Profit Organizations",NA,"9/12/2024 10:02:04 am","92000","9/13/2024","Policy Analysis of the Bureau of Land Management's Conservation and Landscape Health Rule","Proposal Created","Melanie Armstrong","9/12/2024 10:02:03 am",NA,NA,NA,"Passes pre-award checks, IDC limited to 15%","9/13/2024 12:40:56 pm","Approved",NA,"80000","12000",92000,NA,"Yes",2024-09-16 22:59:20,2024-10-03 11:12:10,"FY2025","250134A0001","ACTIVE",92000,"15TDC","Haub School of Environment & Natural Resources",1,0,0,0,0,1,2024-07-22,2024-08-29,"Melanie.*Armstrong","Melanie Armstrong",2023-01-03,"  69000.00",18.9,20.1
"25-0144-P0001","Targeting an unexplored function of PARP1 for lymphoma treatment","Khaled M. Elokely","Submitted to Sponsor","ADD NEW","National Cancer Institute/National Institutes of Health/Department of Health and Human Services","School of Pharmacy","7/1/2025","6/30/2030","New",NA,"25-0144","School of Pharmacy","Institutions of Higher Education",NA,"9/16/2024 09:21:56 am","297875","9/23/2024","Targeting an unexplored function of PARP1 for lymphoma treatment","Proposal Created","Khaled M. Elokely","9/16/2024 09:21:54 am",NA,NA,NA,NA,"9/20/2024 09:46:37 am","Approved",NA,"224131","73744",297875,"A Subrecipient","No",2024-09-23 18:06:04,NA,"FY2025","250144A0001",NA,NA,NA,"College of Health Sciences",0,1,0,0,0,1,2024-08-12,2025-02-12,"Khaled.*Elokely","Khaled Elokely",2024-08-20," 180000.00",-0.3,5.9
"25-0068-P0001","Targeting intracellular CTLA4 in melanoma by stapled peptides and small molecule inhibitors","Khaled M. Elokely","Submitted to Sponsor","Department of Defense",NA,"School of Pharmacy","9/30/2025","9/29/2028","New",NA,"25-0068","School of Pharmacy","Institutions of Higher Education",NA,"8/14/2024 02:33:41 pm","433183","8/23/2024","Targeting intracellular CTLA4 in melanoma by stapled peptides and small molecule inhibitors","Proposal Created","Khaled M. Elokely","8/14/2024 02:33:41 pm",NA,NA,NA,NA,"8/16/2024 11:29:58 am","Approved",NA,"299781","133402",NA,"A collaborative proposal","No",2024-08-23 14:45:02,NA,"FY2025","250068A0001",NA,NA,NA,"College of Health Sciences",0,1,0,0,0,1,2024-08-12,2025-02-12,"Khaled.*Elokely","Khaled Elokely",2024-08-20," 180000.00",-0.3,5.9
"24-0655-P0001","The Impact of Race on Mock Jurors' Perceptions Pain and Damage Awards","Hannah Jordan Phalen","Funded","Psi Chi International Honor Society in Psychology",NA,"Psychology","12/31/2023","6/30/2024","New",NA,"24-0655","Psychology","Non-Profit Organizations",NA,"12/18/2023 01:00:42 pm","1000","1/5/2024","The Impact of Race on Mock Jurors' Perceptions Pain and Damage Awards","Proposal Created","Tashina Lemons","12/18/2023 01:00:42 pm",NA,NA,NA,NA,"1/17/2024 03:40:44 pm","Approved",NA,"1000","0",1000,NA,"Yes",2024-01-20 00:11:43,2024-03-05 14:01:53,"FY2024","240655A0001",NA,1000,NA,"College of Arts & Sciences",1,0,0,0,0,1,2024-01-20,NA,"Hannah.*Phalen","Hannah Phalen",2023-08-22,"  38000.00",5,NA
"25-0438-P0001","The Star Scout Asteroseismology Mission","Meridith Paige Joyce","Submitted to Sponsor","University of Florida","National Aeronautics and Space Administration","Physics & Astronomy","9/15/2025","9/14/2030","New",NA,"25-0438","School of Computing","Institutions of Higher Education",NA,"1/14/2025 03:08:22 pm","300000","1/31/2025","The Star Scout Asteroseismology Mission","Proposal Created","Thomas Abraham Lentner","1/14/2025 03:08:21 pm",NA,NA,NA,"Passes pre-award checks.","1/30/2025 05:23:21 pm","Approved",NA,"207612.46","92387.54",3e+05,"A Subrecipient","No",2025-02-10 15:31:38,NA,"FY2025","250438A0001",NA,NA,NA,"College of Engineering & Physical Sciences",0,1,0,0,0,1,2024-09-25,2024-09-25,"Meridith.*Joyce","Meridith Joyce",2024-08-20," 210915.00",1.2,1.2
"24-0385-P0001","The interplay of surface evolution, shallow magmatism, a large hydrothermal system, and hazards at Puyehue-Cordon Caulle Volcanic","Joseph Biasi","Transfer","National Science Foundation",NA,"Geology & Geophysics","10/1/2023","9/30/2028","Transfer",NA,"24-0385","Geology & Geophysics","U.S. Federal Government",NA,"9/10/2023 05:53:54 pm","253495","7/13/2023","Collaborative Research: The interplay of surface evolution, shallow magmatism, a large hydrothermal system, and hazards at Puyehue-Cordon Caulle Volcanic Complex, Chile","Proposal Created","Farrell Jean Rapp","9/10/2023 05:53:54 pm",NA,NA,NA,NA,"9/27/2023 10:46:53 am","Approved",NA,"180972","72523",253495,"A collaborative proposal","No",2023-09-28 16:07:28,2023-10-02 08:32:27,"FY2024","240385A0001","ACTIVE",120831,"445MTDC1","College of Engineering & Physical Sciences",0,0,0,0,1,0,2023-08-08,2023-08-08,"Joseph.*Biasi","Joseph Biasi",2023-08-22,"1015000.00",-0.5,-0.5
"25-0263-P0001","The role of stock ponds in the persistence of amphibians in Thunder Basin National Grassland","Gabriel Maturani Barrile","Submitted to Sponsor","Wyoming Game and Fish Department",NA,"Zoology & Physiology","7/1/2025","6/30/2028","New",NA,"25-0263","Zoology & Physiology","Wyoming State Governmental Entities",NA,"10/25/2024 03:04:18 pm","148757","10/28/2024","The role of stock ponds in the persistence of amphibians in Thunder Basin National Grassland","Proposal Created","John Ruess","10/25/2024 03:04:16 pm",NA,NA,NA,NA,"11/18/2024 08:45:22 am","Approved",NA,"123964","24793",148757,NA,"Yes",2024-11-22 03:32:08,NA,"FY2025","250263A0001",NA,NA,NA,"College of Agriculture, Life Sciences & Natural Resources",0,1,0,0,0,1,2024-11-22,NA,"Gabriel.*Barrile","Gabriel Barrile",2022-09-06," 200000.00",26.9,NA
"25-0468-P0001","Toward the development of the machine-learning-based lidar-based remote sensing algorithm for aerosol property characterization","Masanori Saito","Submitted to Sponsor","National Aeronautics and Space Administration",NA,"Atmospheric Science","7/26/2025","7/25/2026","New",NA,"25-0468","Atmospheric Science","U.S. Federal Government",NA,"1/21/2025 04:18:15 pm","121167","2/26/2025","Toward the development of the machine-learning-based lidar-based remote sensing algorithm for aerosol property characterization","Proposal Created","Nicholas A. Giraldo","1/21/2025 04:18:15 pm",NA,NA,NA,"Passes pre-award checks.","2/20/2025 11:02:37 am","Approved",NA,"87548","33619",121167,NA,"Yes",2025-02-25 16:11:17,NA,"FY2025","250468A0001",NA,NA,NA,"College of Engineering & Physical Sciences",0,1,0,0,0,1,2023-08-11,2023-08-11,"Masanori.*Saito","Masanori Saito",2023-08-22," 129393.92",-0.4,-0.4
"25-0290-P0001","Triage, Recovery, and Resilience:  Advancing WNC Post-Hurricane Helene","Curt Davidson","Submitted to Sponsor","Environmental Protection Agency",NA,"Haub School of Environment & Natural Resources","1/1/2025","12/31/2027","New",NA,"25-0290","Haub School of Environment & Natural Resources","U.S. Federal Government",NA,"11/5/2024 01:21:30 pm","19746822","11/21/2024","Resilient WNC Outdoors Initiative","Proposal Created","Shawn A Bunning","11/5/2024 01:21:30 pm",NA,NA,NA,"Passes pre-award checks. Pre-Award agreement negotiator is preparing a partnership agreement for Riverlink the major subrecipient.  Will be complete and executed by the time of proposal.","11/19/2024 05:18:47 pm","Approved",NA,"18618741","1128081",19746822,NA,"Yes",2024-11-22 03:15:55,NA,"FY2025","250290A0001",NA,NA,NA,"Haub School of Environment & Natural Resources",0,1,0,0,0,1,2023-08-24,2024-11-22,"Curt.*Davidson","Curt Davidson",2022-08-16,"  34834.00",12.4,27.6
"25-0593-P0001","Turf Grass Seed Production","Surendra Bhattarai","Submitted to Sponsor","Wyoming Department of Agriculture",NA,"Plant Sciences","1/1/2026","8/31/2028","New",NA,"25-0593","Plant Sciences","Wyoming State Governmental Entities",NA,"3/4/2025 03:13:41 pm","81566","3/14/2025","Enhancing Turfgrass Seed Production in Wyoming: Agronomic Innovations to Reduce Lodging and Maximize Seed Yield","Proposal Created","John Ruess","3/4/2025 03:13:40 pm",NA,NA,NA,"Passes pre-award checks.","3/11/2025 10:18:52 am","Approved",NA,"81566","0",81566,NA,"Yes",2025-03-13 20:28:59,NA,"FY2025","250593A0001",NA,NA,NA,"College of Agriculture, Life Sciences & Natural Resources",0,1,0,0,0,1,2025-03-13,NA,"Surendra.*Bhattarai","Surendra Bhattarai",2025-01-03," 177000.00",2.3,NA
"24-0175-P0001","UW Wastewater testing LAB","Bledar Bisha","Funded","Wyoming Department of Health",NA,"Animal Science","6/22/2023","8/22/2027","New",NA,"24-0175","Animal Science","Wyoming State Governmental Entities",NA,"8/16/2023 12:36:11 pm","600000","6/30/2023","UW Wastewater testing LAB","Proposal Created","Bledar Bisha","8/16/2023 12:36:11 pm",NA,NA,NA,NA,"9/5/2023 11:44:15 am","Approved",NA,"500000","100000",6e+05,NA,"Yes",2023-09-05 17:44:57,2023-09-05 11:45:05,"FY2024","240175A0001","ACTIVE",605,"20TDC","College of Agriculture, Life Sciences & Natural Resources",1,0,0,0,0,1,2023-06-21,2023-06-21,"Bledar.*Bisha","Bledar Bisha",2013-08-20,"  67500.00",119.7,119.7
"24-0918-P0001","Ultra-Rapid Platform for Antimicrobial Susceptibility Testing (AST) of Pulmonary Non-Tuberculous Mycobacterial (NTM) Infections","Bledar Bisha","Submitted to Sponsor","ADD NEW","National Institute of Mental Health/National Institutes of Health/Department of Health and Human Services","Animal Science","12/1/2024","5/31/2025","New",NA,"24-0918","Animal Science","Industry",NA,"4/2/2024 02:04:15 pm","55800","4/5/2024","Ultra-Rapid Platform for Antimicrobial Susceptibility Testing (AST) of Pulmonary Non-Tuberculous Mycobacterial (NTM) Infections","Proposal Created","Bledar Bisha","4/2/2024 02:04:15 pm",NA,NA,NA,NA,"4/4/2024 09:20:46 am","Approved",NA,"40264","15536",55800,"A Subrecipient","No",2024-04-04 18:12:14,NA,"FY2024","240918A0001",NA,NA,NA,"College of Agriculture, Life Sciences & Natural Resources",0,1,0,0,0,1,2023-06-21,2023-06-21,"Bledar.*Bisha","Bledar Bisha",2013-08-20,"  67500.00",119.7,119.7
"25-0313-P0001","Uncovering Alternative Materials from Abundant Resources for Next-Generation Batteries","Juhyeon Ahn","Not Funded","Department of Defense",NA,"Chemical & Biomedical Engineering",NA,NA,"Pre-proposal",NA,"25-0313","Chemical & Biomedical Engineering","U.S. Federal Government",NA,"11/15/2024 12:03:48 pm",NA,"2/5/2025","Uncovering Alternative Materials from Abundant Resources for Next-Generation Batteries","Proposal Created","Juhyeon Ahn","11/15/2024 12:03:47 pm",NA,NA,"Not Funded",NA,NA,"Not Completed",NA,NA,NA,NA,NA,"Yes",2025-01-06 15:29:34,NA,"FY2025","250313A0001",NA,NA,NA,"College of Engineering & Physical Sciences",0,0,0,1,0,1,2024-10-09,2024-10-09,"Juhyeon.*Ahn","Juhyeon Ahn",2024-08-20," 297600.00",1.7,1.7
"23-1541-P0001","University of Wisconsin Sub-Award (Ricke)","Dana Kristen Dittoe","Funded","University of Wisconsin, Madison","ADD NEW","College of Agriculture, Life Sciences & Natural Resources Academic Department","7/1/2023","6/30/2024","New",NA,"23-1541","Animal Science","Institutions of Higher Education",NA,"6/1/2023 04:51:13 pm","2462.75","6/9/2023","THE UTILIZATION OF SHORT-TERM ANTIMICROBIAL DIPS AND THEIR IMPACT ON SHELF LIFE","Proposal Created","Dana Dittoe","6/1/2023 04:51:12 pm",NA,NA,NA,"Approve.","6/9/2023 12:21:26 pm","Approved",NA,"2462.75","0",2462.75,"A Subrecipient","No",2023-06-14 16:56:08,2024-02-12 08:24:56,"FY2023","231541A0001","ACTIVE",2463,"NONE","College of Agriculture, Life Sciences & Natural Resources",1,0,0,0,0,1,2023-06-14,2023-08-09,"Dana.*Dittoe","Dana Dittoe",2023-01-13," 175000.00",5.1,6.9
"24-0671-P0001","Unveiling ice crystal growth in Arctic mixed-phase clouds: integrating advanced ARM remote sensing observations and direct numerical simulations (DNS)","Masanori Saito","Not Funded","U.S. Department of Energy",NA,"Atmospheric Science","7/1/2024","6/30/2027","New",NA,"24-0671","Atmospheric Science","U.S. Federal Government",NA,"1/3/2024 08:30:26 am","870378","2/13/2024","Unveiling ice crystal growth in Arctic mixed-phase clouds: integrating advanced ARM remote sensing observations and direct numerical simulations (DNS)","Proposal Created","Masanori Saito","1/3/2024 08:30:26 am",NA,NA,"Not Funded",NA,"2/8/2024 02:48:16 pm","Approved",NA,"707241","163137",870378,NA,"Yes",2024-02-27 17:05:13,NA,"FY2024","240671A0001",NA,NA,NA,"College of Engineering & Physical Sciences",0,0,0,1,0,1,2023-08-11,2023-08-11,"Masanori.*Saito","Masanori Saito",2023-08-22," 129393.92",-0.4,-0.4
"25-0312-P0001","Use of Virtual Reality Exergaming to Improve Outcomes in Individuals with ACL Reconstruction","Francesca Genoese","Submitted to Sponsor","ADD NEW",NA,"Kinesiology & Health","8/1/2025","8/1/2028","New",NA,"25-0312","Kinesiology & Health","Non-Profit Organizations",NA,"11/15/2024 10:47:17 am","19656","2/15/2025","Virtual Reality Exergaming for Individuals with Anterior Cruciate Ligament Reconstruction","Proposal Created","Francesca Genoese","11/15/2024 10:47:16 am",NA,NA,NA,"Passes pre-award checks.  Private foundation sponsor with IDC limits.","2/10/2025 01:01:24 pm","Approved",NA,"17839","1787",19656,NA,"Yes",2025-02-14 21:28:17,NA,"FY2025","250312A0001",NA,NA,NA,"College of Health Sciences",0,1,0,0,0,1,2025-02-14,NA,"Francesca.*Genoese","Francesca Genoese",2024-08-20,"  76987.50",5.9,NA
"24-0614-P0001","Use of virtual fence to promote targeted grazing with sheep in Northern mixed grass prairies","Paulo De Mello Tavares Lima","Submitted to Sponsor","ADD NEW",NA,"Animal Science","5/1/2024","4/30/2026","New",NA,"24-0614","Animal Science","U.S. Federal Government",NA,"11/30/2023 04:39:08 pm","29993","12/7/2023","Use of virtual fence to promote targeted grazing with sheep in Northern mixed grass prairies","Proposal Created","Paulo De Mello Tavares Lima","11/30/2023 04:39:08 pm",NA,NA,NA,NA,"12/5/2023 02:11:38 pm","Approved",NA,"29696","297",29993,NA,"Yes",2023-12-06 15:36:27,NA,"FY2024","240614A0001",NA,NA,NA,"College of Agriculture, Life Sciences & Natural Resources",0,1,0,0,0,1,2023-12-06,2023-12-06,"Paulo.*De","Paulo De",2023-01-11," 175000.00",11,11
"25-0353-P0001","Validation of Point-of-Care Molecular Testing for the Detection of Emerging Pathogens in North American Amphibians and the Global Wildlife Trade","Maria Forzan","Submitted to Sponsor","Morris Animal Foundation",NA,"Veterinary Science","7/1/2025","6/30/2028","New",NA,"25-0353","Veterinary Science","Non-Profit Organizations",NA,"12/4/2024 10:19:01 am","160316.05","1/22/2025","Validation of Point-of-Care Molecular Testing for the Detection of Emerging Pathogens in North American Amphibians and the Global Wildlife Trade","Proposal Created","Thomas Abraham Lentner","12/4/2024 10:19:00 am",NA,NA,NA,"Passes pre-award checks","1/21/2025 04:47:01 pm","Approved",NA,"148440.79","11875.26",160316.05,NA,"Yes",2025-01-22 19:50:43,NA,"FY2025","250353A0001",NA,NA,NA,"College of Agriculture, Life Sciences & Natural Resources",0,1,0,0,0,1,2024-07-22,2024-07-22,"Maria.*Forzan","Maria Forzan",2024-04-15," 360750.00",3.3,3.3
"24-0577-P0001","Walking the Line: Gender, Communication, and the New Manufacturing Workplace in Appalachia","Lauren Alyssa Hayes","Funded","ADD NEW",NA,"Anthropology","1/1/2024","12/31/2024",NA,NA,"24-0577","Anthropology","Non-Profit Organizations",NA,"11/15/2023 12:05:52 pm","40000","11/27/2023","Walking the Line: Gender, Communication, and the New Manufacturing Workplace in Appalachia","Proposal Created","Lauren Alyssa Hayes","11/15/2023 12:05:52 pm",NA,NA,NA,NA,"11/28/2023 08:39:27 am","Approved",NA,"40000","0",40000,NA,"Yes",2023-11-29 22:29:14,2024-12-11 17:31:05,"FY2024","240577A0001","ACTIVE",40000,"NONE","College of Arts & Sciences",1,0,0,0,0,1,2023-11-29,NA,"Lauren.*Hayes","Lauren Hayes",2023-08-22,"  18466.80",3.3,NA
"25-0180-P0001","Woody plant encroachment: Impacts on sheep production systems on the Northern Mixed-Grass Prairies","Paulo De Mello Tavares Lima","Submitted to Sponsor","National Institute of Food and Agriculture/Department of Agriculture",NA,"Animal Science","1/6/2025","12/28/2029","New",NA,"25-0180","Animal Science","U.S. Federal Government",NA,"9/30/2024 09:16:46 am","997595","10/3/2024","WOODY PLANT ENCROACHMENT: IMPACTS ON SHEEP PRODUCTION SYSTEMS ON THE NORTHERN MIXED-GRASS PRAIRIES","Proposal Created","Paulo De Mello Tavares Lima","9/30/2024 09:16:45 am",NA,NA,NA,"Passes Pre-award checks.  Uses approved UW budget template - costs validated.  USDA NIFA IDEAS grant application for $1mill/5years.    Standard IDC is less than 30% TFFA - standard rates apply for project.","10/2/2024 05:33:05 pm","Approved",NA,"711282","286313",997595,NA,"Yes",2024-11-05 21:06:16,NA,"FY2025","250180A0001",NA,NA,NA,"College of Agriculture, Life Sciences & Natural Resources",0,1,0,0,0,1,2023-12-06,2023-12-06,"Paulo.*De","Paulo De",2023-01-11," 175000.00",11,11
