"Award #","PI","Project Title","Sponsor","Prime Sponsor","Instrument Type","Award Start Date","Award End Date","Admin Unit","Obligated Amount","Project #","Total Expected Amount","Anticipated Amount","Status","Created Date","Award Type","Increment Amount","PI Unit","Modification Number","Modification Type","Modification Date","Modified By","activity type","Admin Unit Primary Code","Award Amount","Award Id","Award Notice Received","Award Title","budget end date","budget start date","cfda aln number","department","department Primary Code","Direct Costs","epscor idea funding","fain","History Action","History Action By","History Action Date","History Comment","incrementally funded","indirect cost project type","indirect cost rate off","indirect cost rate on","Indirect Costs","nifa capacity grant","Prime Sponsor Org Type","Prime Sponsor Primary Code","project location","proposal type","Resolution","Routing Comment","Routing Date","Routing Status","Sponsor Award Number","Sponsor Org Type","Sponsor Primary Code","sponsor type","Total Cost Share","Total Project Cost"
"24-0458-A0001-0","Kelly Keith Crane","Renewable Resources Extension Act Program","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2023","9/30/2025","UW Extension",19159,"24-0458",19159,NA,"Active","5/30/2024 07:13:28 AM",NA,NA,"College of Agriculture, Life Sciences & Natural Resources Deans Office",0,"Original Award",NA,NA,"Other Sponsored Activity",300000007170503,NA,"bec0ca12-7061-445a-ab57-36471f4d7f2e",NA,NA,"9/30/2025","10/1/2023","10.515","UW Extension Department",300000029794978,19159,NA,"NI2RREAFXXXG065",NA,NA,NA,NA,"Yes","Other Sponsored Activities",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,"01-USDANIFA","On Campus","New",NA,NA,NA,NA,"NI2RREAFXXXG065",NA,"01-USDANIFA","U.S. Federal Government",NA,"47,897.00"
"24-0458-A0001-1","Kelly Keith Crane","Renewable Resources Extension Act Program","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2023","9/30/2025","UW Extension",47736,"24-0458",47736,NA,"Active","5/30/2024 07:26:48 AM",NA,NA,"College of Agriculture, Life Sciences & Natural Resources Deans Office",1,"New Funding Increment","5/30/2024","Kristi Hargis Stockdale","Other Sponsored Activity",300000007170503,NA,"bec0ca12-7061-445a-ab57-36471f4d7f2e",NA,NA,"9/30/2025","10/1/2023","10.515","UW Extension Department",300000029794978,47736,NA,"NI2RREAFXXXG065",NA,NA,NA,NA,"Yes","Other Sponsored Activities",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,"01-USDANIFA","On Campus","New",NA,NA,NA,NA,"NI2RREAFXXXG065-0001",NA,"01-USDANIFA","U.S. Federal Government",NA,"47,897.00"
"24-0458-A0001-2","Kelly Keith Crane","Renewable Resources Extension Act Program","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2023","9/30/2025","UW Extension",47736,"24-0458",47736,NA,"Active","7/15/2024 02:38:02 PM",NA,NA,"College of Agriculture, Life Sciences & Natural Resources Deans Office",2,"Other Modifications","7/15/2024","Kristi Hargis Stockdale","Other Sponsored Activity",300000007170503,NA,"bec0ca12-7061-445a-ab57-36471f4d7f2e",NA,NA,"9/30/2025","10/1/2023","10.515","UW Extension Department",300000029794978,47736,NA,"NI2RREAFXXXG065",NA,NA,NA,NA,"Yes","Other Sponsored Activities",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,"01-USDANIFA","On Campus","New",NA,NA,NA,NA,"NI2RREAFXXXG065-0001",NA,"01-USDANIFA","U.S. Federal Government",NA,"47,897.00"
"24-0458-A0001-3","Kelly Keith Crane","Renewable Resources Extension Act Program","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2023","9/30/2025","UW Extension",47736,"24-0458",47736,NA,"Active","8/15/2024 03:20:50 PM",NA,NA,"College of Agriculture, Life Sciences & Natural Resources Deans Office",3,"Other Modifications","8/15/2024","Inna Willis","Other Sponsored Activity",300000007170503,NA,"bec0ca12-7061-445a-ab57-36471f4d7f2e",NA,NA,"9/30/2025","10/1/2023","10.515","UW Extension Department",300000029794978,47736,NA,"NI2RREAFXXXG065",NA,NA,NA,NA,"Yes","Other Sponsored Activities",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,"01-USDANIFA","On Campus","New",NA,NA,NA,NA,"NI24RREAFXXXG065",NA,"01-USDANIFA","U.S. Federal Government",NA,"47,897.00"
"24-0458-A0001-4","Amanda Sue Marney","Renewable Resources Extension Act Program","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2023","9/30/2025","UW Extension",47736,"24-0458",47736,NA,"Active","12/18/2024 09:54:00 AM",NA,NA,"UW Extension",4,"Key Personnel Change","12/18/2024","Kristi Hargis Stockdale","Other Sponsored Activity",300000007170503,NA,"bec0ca12-7061-445a-ab57-36471f4d7f2e",NA,NA,"9/30/2025","10/1/2023","10.515","UW Extension Department",300000029794978,47736,NA,"NI2RREAFXXXG065","Award Created","Kristi Hargis Stockdale","5/30/2024 07:13:27 AM",NA,"Yes","Other Sponsored Activities",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,"01-USDANIFA","On Campus","New",NA,NA,NA,NA,"NI24RREAFXXXG065",NA,"01-USDANIFA","U.S. Federal Government",NA,"47,897.00"
"23-1033-A0001","Eric P Webster","Animal Health and Disease Research Capacity, FY22","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2021","9/30/2023","Agricultural Experiment Station",21105,"23-1033",NA,NA,"In Closeout","4/24/2023 07:17:38 PM",NA,NA,"Agricultural Experiment Station",0,"Original Award",NA,NA,"Experimental Development",300000007170680,NA,"c1231ab6-4469-4a0c-a489-6265d776a8e9","12/3/2021",NA,"9/30/2023","10/1/2021","10.207",NA,NA,NA,NA,"NI22AHDRXXXXG035","Award Created","Legacy Loader","4/24/2023 07:17:38 PM",NA,NA,"Research",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",NA,NA,NA,"01-USDANIFA","On Campus",NA,NA,NA,NA,NA,"NI22AHDRXXXXG035",NA,"01-USDANIFA","U.S. Federal Government",NA,NA
"23-1027-A0001-0","Kelly Keith Crane","University of Wyoming Extension Smith-Lever 3(b) & 3(c) FY2022","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2021","9/30/2026","UW Extension",1770791,"23-1027",NA,NA,"Active","4/24/2023 07:17:08 PM",NA,NA,"UW Extension",0,"Original Award",NA,NA,"Experimental Development",300000007170503,NA,"c4d6141c-2993-4a79-80af-046cd5c2fe50","11/26/2021",NA,"9/30/2026","10/1/2021","10.511",NA,NA,NA,NA,"NI22SLBCXXXXG038","Award Created","Legacy Loader","4/24/2023 07:17:08 PM",NA,NA,"Other Sponsored Activities",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",NA,NA,NA,"01-USDANIFA","On Campus",NA,NA,NA,NA,NA,"NI22SLBCXXXXG038",NA,"01-USDANIFA","U.S. Federal Government",NA,NA
"23-1027-A0001-1","Amanda Sue Marney","University of Wyoming Extension Smith-Lever 3(b) & 3(c) FY2022","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2021","9/30/2026","UW Extension",1770791,"23-1027",1770791,NA,"Active","12/19/2024 11:38:27 AM",NA,NA,"UW Extension",1,"Key Personnel Change","12/19/2024","Kristi Hargis Stockdale","Experimental Development",300000007170503,NA,"c4d6141c-2993-4a79-80af-046cd5c2fe50","11/26/2021",NA,"9/30/2026","10/1/2021","10.511",NA,NA,1770791,NA,"NI22SLBCXXXXG038",NA,NA,NA,NA,"No","Other Sponsored Activities",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,"01-USDANIFA","On Campus",NA,NA,NA,NA,NA,"NI22SLBCXXXXG038",NA,"01-USDANIFA","U.S. Federal Government",NA,NA
"24-0450-A0001-0","Melinda Denise Meuli","University of Wyoming Expanded Food and Nutrition Education Program (EFNEP)","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2023","9/30/2028","UW Extension",111556,"24-0450",111556,NA,"Active","2/20/2024 11:42:50 AM",NA,NA,"UW Extension",0,"Original Award",NA,NA,"Instruction",300000007170503,NA,"c58a64fa-a2af-4964-bd1c-9fc77f0f49b5","2/19/2024",NA,"9/30/2028","10/1/2023","10.514","UW Extension",300000007170503,111556,NA,"NI24EFNEPXXXG032",NA,NA,NA,NA,"Yes","Other Sponsored Activities","Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",NA,0,NA,NA,"01-USDANIFA","Off Campus","New",NA,NA,NA,NA,"NI24EFNEPXXXG032",NA,"01-USDANIFA","U.S. Federal Government",NA,"111,556.00"
"24-0450-A0001-1","Melinda Denise Meuli","University of Wyoming Expanded Food and Nutrition Education Program (EFNEP)","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2023","9/30/2028","UW Extension",278891,"24-0450",278891,NA,"Active","6/17/2024 01:11:48 PM",NA,NA,"UW Extension",1,"New Funding Increment","6/17/2024","Inna Willis","Instruction",300000007170503,NA,"c58a64fa-a2af-4964-bd1c-9fc77f0f49b5","2/19/2024",NA,"9/30/2028","10/1/2023","10.514","UW Extension",300000007170503,278891,NA,"NI24EFNEPXXXG032-0001","Award Created","Courtney Peatross","2/20/2024 11:42:50 AM",NA,"Yes","Other Sponsored Activities","Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",NA,0,NA,NA,"01-USDANIFA","Off Campus","New",NA,NA,NA,NA,"NI24EFNEPXXXG032-0001",NA,"01-USDANIFA","U.S. Federal Government",NA,"278,891.00"
"24-0214-A0001",NA,"University of Wyoming Extension Programs: Smith Lever Special Needs","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2017","9/30/2020","UW Extension",43951,"24-0214",NA,NA,"Closed","8/18/2023 02:54:46 PM",NA,NA,NA,0,"Original Award",NA,NA,NA,300000007170503,NA,"c7150085-348c-49de-a59b-72eb0906dcef",NA,NA,"9/30/2020","10/1/2017","10.500",NA,NA,NA,NA,"NI18SLSNXXXXG001","Award Created","Legacy Loader","8/18/2023 02:54:45 PM",NA,NA,"Research",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",NA,NA,NA,"01-USDANIFA","On Campus",NA,"Admin Closed",NA,NA,NA,"NI18SLSNXXXXG001",NA,"01-USDANIFA",NA,NA,NA
"24-0687-A0001","Scott P. Schell","University of Wyoming Extension Implementation Team Proposal","National Institute of Food and Agriculture/Department of Agriculture",NA,NA,"9/1/2024","8/31/2025","Ecosystem Science & Management",126309,"24-0687",126309,NA,"Active","9/23/2024 03:16:17 PM",NA,NA,"Ecosystem Science & Management",0,"Original Award",NA,NA,"Other Sponsored Activity",300000007170672,NA,"cb80c321-45cf-4c1b-a814-d687d34cdabf","8/20/2024",NA,"8/31/2025","9/1/2024","10.329","Ecosystem Science & Management",300000007170672,126309,"No","20247000643669","Award Created","Kristi Hargis Stockdale","9/23/2024 03:16:16 PM",NA,"No","Other Sponsored Activities","Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)","Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,NA,"[On Campus, Off Campus]","New",NA,NA,NA,NA,"2024-70006-43669",NA,"01-USDANIFA","U.S. Federal Government",NA,"126,309.00"
"23-0462-A0001","John P. Ritten","Hatch Regular Capacity 2019-2021","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2019","9/30/2021","College of Agriculture, Life Sciences & Natural Resources Deans Office",1358219,"23-0462",NA,NA,"Closed","4/24/2023 06:45:24 PM",NA,NA,"Agriculture & Applied Economics",0,"Original Award",NA,NA,NA,300000006254272,NA,"cbb478de-45bd-4c11-b6bd-e916eb1fc99c","4/21/2020",NA,"9/30/2021","10/1/2019","10.203",NA,NA,NA,NA,"NI20HFPXXXXXG040","Award Created","Legacy Loader","4/24/2023 06:45:24 PM",NA,NA,"Other Sponsored Activities",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",NA,NA,NA,"01-USDANIFA","On Campus",NA,"Admin Closed",NA,NA,NA,"NI20HFPXXXXXG040",NA,"01-USDANIFA",NA,NA,NA
"23-1403-A0001-0","Eric P Webster","McIntire-Stennis Capacity FY23","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2022","9/30/2024","Agricultural Experiment Station",51316,"23-1403",NA,NA,"Active","4/24/2023 07:38:46 PM",NA,NA,"Agricultural Experiment Station",0,"Original Award",NA,NA,"Other Sponsored Activity",300000007170680,NA,"d169fb70-d278-447b-be24-1ddf2692c1d9","11/23/2022",NA,"9/30/2024","10/1/2022","10.202",NA,NA,NA,NA,"NI23MSCFRXXXG066",NA,NA,NA,NA,NA,"Other Sponsored Activities",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",NA,NA,NA,"01-USDANIFA","On Campus",NA,NA,NA,NA,NA,"NI23MSCFRXXXG066",NA,"01-USDANIFA","U.S. Federal Government",NA,NA
"23-1403-A0001-1","Eric P Webster","McIntire-Stennis Capacity FY23","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"9/30/2022","9/29/2024","Agricultural Experiment Station",256424,"23-1403",256424,NA,"Active","6/28/2023 06:44:07 AM",NA,NA,"Agricultural Experiment Station",1,"New Funding Increment","6/28/2023","Kristi Stockdale","Other Sponsored Activity",300000007170680,NA,"d169fb70-d278-447b-be24-1ddf2692c1d9","11/23/2022",NA,"9/30/2024","10/1/2022","10.202","Agricultural Experiment Station",300000007170680,256424,NA,"NI23MSCFRXXXG066",NA,NA,NA,NA,"Yes","Other Sponsored Activities",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,"01-USDANIFA","On Campus","New",NA,NA,NA,NA,"NI23MSCFRXXXG066",NA,"01-USDANIFA","U.S. Federal Government","256,424.00","512,848.00"
"23-1403-A0001-2","Eric P Webster","McIntire-Stennis Capacity FY23","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2022","9/30/2024","Agricultural Experiment Station",256424,"23-1403",256424,NA,"Active","6/30/2023 10:41:05 AM",NA,NA,"Agricultural Experiment Station",2,"Administrative Change","6/30/2023","Kristi Stockdale","Other Sponsored Activity",300000007170680,NA,"d169fb70-d278-447b-be24-1ddf2692c1d9","11/23/2022",NA,"9/30/2024","10/1/2022","10.202","Agricultural Experiment Station",300000007170680,256424,NA,"NI23MSCFRXXXG066",NA,NA,NA,NA,"Yes","Other Sponsored Activities",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,"01-USDANIFA","On Campus","New",NA,NA,NA,NA,"NI23MSCFRXXXG066",NA,"01-USDANIFA","U.S. Federal Government","256,424.00","512,848.00"
"23-1403-A0001-3","Eric P Webster","McIntire-Stennis Capacity FY23","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2022","9/30/2024","Agricultural Experiment Station",256424,"23-1403",256424,NA,"Active","8/2/2023 09:11:15 AM",NA,NA,"Agricultural Experiment Station",3,"Other Modifications","8/2/2023","Kristi Stockdale","Other Sponsored Activity",300000007170680,NA,"d169fb70-d278-447b-be24-1ddf2692c1d9","11/23/2022",NA,"9/30/2024","10/1/2022","10.202","Agricultural Experiment Station",300000007170680,256424,NA,"NI23MSCFRXXXG066",NA,NA,NA,NA,"Yes","Other Sponsored Activities",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,"01-USDANIFA","On Campus","New",NA,NA,NA,NA,"NI23MSCFRXXXG066",NA,"01-USDANIFA","U.S. Federal Government","256,424.00","512,848.00"
"23-1403-A0001-4","Eric P Webster","McIntire-Stennis Capacity FY23","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2022","9/30/2024","Agricultural Experiment Station",256424,"23-1403",256424,NA,"Active","2/22/2024 09:13:51 AM",NA,NA,"Agricultural Experiment Station",4,"Other Modifications","2/22/2024","Courtney Peatross","Other Sponsored Activity",300000007170680,NA,"d169fb70-d278-447b-be24-1ddf2692c1d9","11/23/2022",NA,"9/30/2024","10/1/2022","10.202","Agricultural Experiment Station",300000007170680,256424,NA,"NI23MSCFRXXXG066",NA,NA,NA,NA,"Yes","Other Sponsored Activities",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,"01-USDANIFA","On Campus","New",NA,NA,NA,NA,"NI23MSCFRXXXG066",NA,"01-USDANIFA","U.S. Federal Government","256,424.00","512,848.00"
"23-1403-A0001-5","Eric P Webster","McIntire-Stennis Capacity FY23","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2022","9/30/2024","Agricultural Experiment Station",256424,"23-1403",256424,NA,"Active","2/22/2024 02:49:28 PM",NA,NA,"Agricultural Experiment Station",5,"Administrative Change","2/22/2024","Kristi Hargis Stockdale","Other Sponsored Activity",300000007170680,NA,"d169fb70-d278-447b-be24-1ddf2692c1d9","11/23/2022",NA,"9/30/2024","10/1/2022","10.202","Agricultural Experiment Station",300000007170680,256424,NA,"NI23MSCFRXXXG066",NA,NA,NA,NA,"Yes","Other Sponsored Activities",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,"01-USDANIFA","On Campus","New",NA,NA,NA,NA,"NI23MSCFRXXXG066",NA,"01-USDANIFA","U.S. Federal Government","256,424.00","512,848.00"
"23-1403-A0001-6","Eric P Webster","McIntire-Stennis Capacity FY23","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2022","9/30/2024","Agricultural Experiment Station",255823,"23-1403",255823,NA,"In Closeout","4/1/2024 09:13:21 AM",NA,NA,"Agricultural Experiment Station",6,"De-Obligation","4/1/2024","Kristi Hargis Stockdale","Basic Research",300000007170680,NA,"d169fb70-d278-447b-be24-1ddf2692c1d9","11/23/2022",NA,"9/30/2024","10/1/2022","10.202","Agricultural Experiment Station",300000007170680,255823,NA,"NI23MSCFRXXXG066","Award Created","Legacy Loader","4/24/2023 07:38:46 PM",NA,"Yes","Research",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,"01-USDANIFA","On Campus","New",NA,NA,NA,NA,"NI23MSCFRXXXG066",NA,"01-USDANIFA","U.S. Federal Government","255,823.00","511,646.00"
"24-0124-A0001-0","Hannah Crocker Cunningham","Novel methods for characterization of beef steer temperament and association with feed efficiency, metabolic profile, stress, health, and methane flux","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"8/1/2024","7/31/2026","Animal Science",3e+05,"24-0124",3e+05,NA,"Active","6/18/2024 07:22:39 AM",NA,NA,"Animal Science",0,"Original Award",NA,NA,"Basic Research",300000007169996,NA,"d410b1bc-be7c-4b29-bd67-3c709e5c48fa","5/10/2024",NA,"7/31/2026","8/1/2024","10.310","Animal Science",300000007169996,240555,NA,"20246701642387",NA,NA,NA,NA,"No","Research",NA,"44.5% MTDC",59445,NA,NA,"01-USDANIFA","On Campus","New",NA,NA,NA,NA,"2024-67016-42387",NA,"01-USDANIFA","U.S. Federal Government",NA,"300,000.00"
"24-0124-A0001-1","Hannah Crocker Cunningham","Novel methods for characterization of beef steer temperament and association with feed efficiency, metabolic profile, stress, health, and methane flux","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"8/1/2024","7/31/2026","Animal Science",3e+05,"24-0124",3e+05,NA,"Active","8/7/2024 09:59:41 AM",NA,NA,"Animal Science",1,"Other Modifications","8/7/2024","Kristi Hargis Stockdale","Basic Research",300000007169996,NA,"d410b1bc-be7c-4b29-bd67-3c709e5c48fa","5/10/2024",NA,"7/31/2026","8/1/2024","10.310","Animal Science",300000007169996,240555,NA,"20246701642387","Award Created","Kristi Hargis Stockdale","6/18/2024 07:22:38 AM",NA,"No","Research",NA,"44.5% MTDC",59445,NA,NA,"01-USDANIFA","On Campus","New",NA,NA,NA,NA,"2024-67016-42387",NA,"01-USDANIFA","U.S. Federal Government",NA,"300,000.00"
"23-0547-A0001","Kevin Wilcox","Assessing Impacts of Patch-Burn Grazing Management on Sustainability of Multiple Agroecosystem Services","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"5/15/2020","5/14/2023","Ecosystem Science & Management",66132.97,"23-0547",NA,NA,"Closed","4/24/2023 06:50:20 PM",NA,NA,"Ecosystem Science & Management",0,"Original Award",NA,NA,NA,300000007170672,NA,"d66f87ac-4a41-48be-8135-012804ff543a",NA,NA,"5/14/2023","5/15/2020","10.310",NA,NA,NA,NA,"2020-67019-31171","Award Created","Legacy Loader","4/24/2023 06:50:20 PM",NA,NA,"Research",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",NA,NA,NA,"01-USDANIFA","On Campus",NA,"Admin Closed",NA,NA,NA,"2020-67019-31171",NA,"01-USDANIFA",NA,NA,NA
"24-0162-A0001-0","Kristiana Marie Hansen","Extension Weather/Climate Variability","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"4/1/2024","3/31/2028","Agriculture & Applied Economics",129626.25,"24-0162",1e+06,NA,"Active","1/29/2024 04:35:11 PM",NA,NA,"Agriculture & Applied Economics",0,"Original Award",NA,NA,"Other Sponsored Activity",300000007170651,NA,"d71e517a-b5c9-40ab-981f-ad0ca59dda17","1/25/2024",NA,"3/31/2028","4/1/2024","10.310","UW Extension",300000007170503,96736,NA,"20246701941660",NA,NA,NA,NA,"Yes","Other Sponsored Activities",NA,"34% MTDC",32890.25,NA,NA,"01-USDANIFA","On Campus","Resubmission",NA,NA,NA,NA,"2024-67019-41660",NA,"01-USDANIFA","U.S. Federal Government",NA,"1,000,000.00"
"24-0162-A0001-1","Kristiana Marie Hansen","Extension Weather/Climate Variability","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"4/1/2024","3/31/2028","Agriculture & Applied Economics",1e+06,"24-0162",1e+06,NA,"Active","3/4/2025 09:37:45 AM",NA,NA,"Agriculture & Applied Economics",1,"Other Modifications","3/4/2025","Thomas Abraham Lentner","Other Sponsored Activity",300000007170651,NA,"d71e517a-b5c9-40ab-981f-ad0ca59dda17","1/25/2024",NA,"3/31/2028","4/1/2024","10.310","UW Extension",300000007170503,760455,NA,"20246701941660","Award Created","Tashina Lemons","1/29/2024 04:35:11 PM",NA,"Yes","Other Sponsored Activities",NA,"34% MTDC",239545,NA,NA,"01-USDANIFA","On Campus","Resubmission",NA,NA,NA,NA,"2024-67019-41660",NA,"01-USDANIFA","U.S. Federal Government",NA,"1,000,000.00"
"23-0229-A0001","Barbara Ann Rasco","FFY19 (2018-2020) Hatch Multi-State (Regional Research)","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2018","9/30/2021","College of Agriculture, Life Sciences & Natural Resources Deans Office",781017,"23-0229",NA,NA,"Closed","4/24/2023 06:30:46 PM",NA,NA,"College of Agriculture, Life Sciences & Natural Resources Deans Office",0,"Original Award",NA,NA,NA,300000006254272,NA,"d8adfd4e-3a6e-457a-b9a8-1da18a88f19e",NA,NA,"9/30/2021","10/1/2018","10.203",NA,NA,NA,NA,NA,"Award Created","Legacy Loader","4/24/2023 06:30:46 PM",NA,NA,"Research",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",NA,NA,NA,"01-USDANIFA","On Campus",NA,"Admin Closed",NA,NA,NA,"NI19HMFPXXXXG019",NA,"01-USDANIFA",NA,NA,NA
"23-1034-A0001","Eric P Webster","Hatch-Regular Capacity FY22","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2021","9/30/2023","Agricultural Experiment Station",1353873,"23-1034",NA,NA,"Closed","4/24/2023 07:17:44 PM",NA,NA,"Agricultural Experiment Station",0,"Original Award",NA,NA,"Basic Research",300000007170680,NA,"d9359639-4966-4d83-abfd-7988c42c376e","12/6/2021",NA,"9/30/2023","10/1/2021","10.203",NA,NA,NA,NA,"NI22HFPXXXXXG057","Award Created","Legacy Loader","4/24/2023 07:17:44 PM",NA,NA,"Research",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",NA,NA,NA,"01-USDANIFA","On Campus",NA,"Complete",NA,NA,NA,"NI22HFPXXXXXG057",NA,"01-USDANIFA","U.S. Federal Government",NA,NA
"23-1399-A0001-0","Kelly Keith Crane","University of Wyoming Extension Smith-Lever Special Needs FY23","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2022","9/30/2027","UW Extension",9196,"23-1399",NA,NA,"Active","4/24/2023 07:38:33 PM",NA,NA,"UW Extension",0,"Original Award",NA,NA,"Other Sponsored Activity",300000007170503,NA,"d9d69616-3085-407d-90fc-a8d86b649794","11/23/2022",NA,"9/30/2027","10/1/2022","10.511",NA,NA,NA,NA,"NI23SLSNXXXXG015",NA,NA,NA,NA,NA,"Other Sponsored Activities",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",NA,NA,NA,"01-USDANIFA","On Campus",NA,NA,NA,NA,NA,"NI23SLSNXXXXG015",NA,"01-USDANIFA","U.S. Federal Government",NA,NA
"23-1399-A0001-1","Kelly Keith Crane","University of Wyoming Extension Smith-Lever Special Needs FY23","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"9/30/2022","9/29/2027","UW Extension",43951,"23-1399",43951,NA,"Active","6/28/2023 07:34:26 AM",NA,NA,"UW Extension",1,"New Funding Increment","6/28/2023","Kristi Stockdale","Other Sponsored Activity",300000007170503,NA,"d9d69616-3085-407d-90fc-a8d86b649794","11/23/2022",NA,"9/30/2027","10/1/2022","10.511",NA,NA,43951,NA,"NI23SLSNXXXXG015",NA,NA,NA,NA,"Yes","Other Sponsored Activities",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,"01-USDANIFA","On Campus","New",NA,NA,NA,NA,"NI23SLSNXXXXG015",NA,"01-USDANIFA","U.S. Federal Government","43,951.00","87,902.00"
