"Award #","PI","PI Unit","Admin Unit","Project Title","Sponsor","Prime Sponsor","Award Start Date","Award End Date","Obligated Amount","Project #","Total Expected Amount","Status","Created Date","Modification Number","Modification Type","Modification Date","Modified By","activity type","Admin Unit Primary Code","Award Id","Award Notice Received","budget end date","budget start date","cfda aln number","department","department Primary Code","Direct Costs","epscor idea funding","fain","History Action","History Action By","History Action Date","incrementally funded","indirect cost project type","indirect cost rate off","indirect cost rate on","Indirect Costs","Prime Sponsor Primary Code","project location","proposal type","Resolution","Sponsor Award Number","Sponsor Org Type","Sponsor Primary Code","sponsor type","Total Cost Share","Total Project Cost"
"24-0894-A0001-0","Kam Weng Ng","Civil & Architectural Engineering & Construction Management","Civil & Architectural Engineering & Construction Management","Biochar-derived graphene oxide for block pavers","Acadian Research and Development LLC","National Institute of Food and Agriculture/Department of Agriculture","9/1/2024","8/31/2026",50000,"24-0894",50000,"Active","8/13/2024 07:44:08 AM",0,"Original Award",,,"Applied Research",300000007169989,"2324ad1a-0f04-494d-81db-2fd1f43dcc5b","8/9/2024","8/31/2026","9/1/2024","NONFED","Civil & Architectural Engineering & Construction Management",300000007169989,37953,"No",,"Award Created","Kristi Hargis Stockdale","8/13/2024 07:44:07 AM","No","Research",,"44.5% MTDC",12047,"01-USDANIFA","On Campus","New",,,"Industry","05-ARD","Industry",,"50,000.00"
"24-0974-A0001","Jennifer Sue Thompson","UW Extension","UW Extension","Disaster Relief Education","eXtension Foundation","National Institute of Food and Agriculture/Department of Agriculture","6/1/2024","12/31/2024",15000,"24-0974",15000,"In Closeout","7/10/2024 01:13:22 PM",0,"Original Award",,,"Other Sponsored Activity",300000007170503,"5f850c17-798a-4c8f-99a2-a00deb15ee17","8/5/2024","12/31/2024","6/1/2024","10.500","UW Extension",300000007170503,13636,,"2023-41595-41325","Award Created","Inna Willis","7/10/2024 01:13:22 PM",,"Other Sponsored Activities","Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",,1364,"01-USDANIFA","Off Campus","New",,"EDEN-2024-2573",,"07-EXTEN","U.S. Federal Government",,"15,000.00"
"24-1005-A0001-0","Jill Fabricius Keith","Family & Consumer Sciences","Family & Consumer Sciences","Native American student support and mentoring","National Institute of Food and Agriculture/Department of Agriculture",,"9/1/2024","8/31/2028",31250,"24-1005",250000,"Active","8/15/2024 03:37:43 PM",0,"Original Award",,,"Other Sponsored Activity",300000007170164,"6a55379f-a4f8-4b58-acbb-2625e4089692","8/14/2024","8/31/2028","9/1/2024","10.527","Family & Consumer Sciences",300000007170164,23321,"No","20247041143329",,,,"No","Other Sponsored Activities",,"34% MTDC",7929,,"On Campus","New",,"2024-70411-43329",,"01-USDANIFA","U.S. Federal Government","250,000.00","499,308.00"
"24-1005-A0001-2","Jill Fabricius Keith","Family & Consumer Sciences","Family & Consumer Sciences","Native American student support and mentoring","National Institute of Food and Agriculture/Department of Agriculture",,"9/1/2024","8/31/2028",250000,"24-1005",250000,"Active","12/19/2024 09:11:50 AM",2,"New Funding Increment","12/19/2024","Farrell Jean Rapp","Other Sponsored Activity",300000007170164,"6a55379f-a4f8-4b58-acbb-2625e4089692","12/18/2024","8/31/2028","9/1/2024","10.527","Family & Consumer Sciences",300000007170164,186567,"No","20247041143329","Award Created","Farrell Jean Rapp","8/15/2024 03:37:42 PM","No","Other Sponsored Activities",,"34% MTDC",63433,,"On Campus","New",,"2024-70411-43329",,"01-USDANIFA","U.S. Federal Government","250,000.00","500,000.00"
"24-1055-A0001-0","Amanda Sue Marney","UW Extension","UW Extension","WESTERN REGIONAL AGRICULTURAL STRESS ASSISTANCE PROGRAM (WRASAP)","Washington State University","National Institute of Food and Agriculture/Department of Agriculture","9/1/2024","7/30/2025",49787,"24-1055",49787,"Active","11/25/2024 04:22:53 PM",0,"Original Award",,,"Other Sponsored Activity",300000007170503,"c6c756e6-217f-4ba8-9425-18b3cdc6909c",,"7/30/2025","9/1/2024","10.525","UW Extension",300000007170503,42229,"No","2024-70028-43273",,,,"No","Other Sponsored Activities",,"34% MTDC",7558,"01-USDANIFA","On Campus","New",,"146516 WSU001422",,"06-WASTATE","Institutions of Higher Education",,"49,787.00"
"24-1080-A0001","Dana Kristen Dittoe","Animal Science","Animal Science","Pre-Harvest Heat Stress: Disruption Of Microbial Ecology And Subsequent Shelf-Life Of Raw Poultry Products","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture","7/1/2024","6/30/2026",300000,"24-1080",300000,"Closed","6/11/2024 09:57:02 AM",0,"Original Award",,,"Basic Research",300000007169996,"924a29f3-dc8b-433d-8742-1869562e0478",,"6/30/2026","7/1/2024","10.310","Animal Science",300000007169996,243552,,"20246701642386","Award Created","Hallie Shane Sherard","6/11/2024 09:57:01 AM","No","Research",,,56448,"01-USDANIFA","[On Campus]","New","Admin Closed","2024-67016-42386",,"01-USDANIFA","U.S. Federal Government",,"300,000.00"
"25-0061-A0001-0","Melinda Denise Meuli","UW Extension","UW Extension","Expanded Food and Nutrition Education 2025","National Institute of Food and Agriculture/Department of Agriculture",,"10/1/2024","9/30/2029",61356,"25-0061",61356,"Active","12/12/2024 09:36:08 AM",0,"Original Award",,,"Other Sponsored Activity",300000007170503,"2581612d-1f41-4799-8f6d-2b157a04a67d","12/10/2024","9/30/2029","10/1/2024","10.514","UW Extension",300000007170503,61356,"No","NI25EFNEPXXXG070",,,,"Yes","Research","Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",,0,,"Off Campus","New",,"NI25EFNEPXXXG070",,"01-USDANIFA","U.S. Federal Government",,"278,891.00"
"25-0061-A0001-1","Melinda Denise Meuli","UW Extension","UW Extension","Expanded Food and Nutrition Education 2025","National Institute of Food and Agriculture/Department of Agriculture",,"10/1/2024","9/30/2029",126059,"25-0061",61356,"Active","3/27/2025 11:26:18 AM",1,"New Funding Increment","3/27/2025","Evelyn Renee Kelley","Other Sponsored Activity",300000007170503,"2581612d-1f41-4799-8f6d-2b157a04a67d","3/25/2025","9/30/2029","10/1/2024","10.514","UW Extension",300000007170503,126059,"No","NI25EFNEPXXXG070-0001",,,,"Yes","Research","Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",,0,,"Off Campus","New",,"NI25EFNEPXXXG070-0001",,"01-USDANIFA","U.S. Federal Government",,"278,891.00"
"25-0061-A0001-2","Melinda Denise Meuli","UW Extension","UW Extension","Expanded Food and Nutrition Education 2025","National Institute of Food and Agriculture/Department of Agriculture",,"10/1/2024","9/30/2029",209172,"25-0061",278896,"Active","5/16/2025 01:21:38 PM",2,"New Funding Increment","5/16/2025","Evelyn Renee Kelley","Other Sponsored Activity",300000007170503,"2581612d-1f41-4799-8f6d-2b157a04a67d","3/25/2025","9/30/2029","10/1/2024","10.514","UW Extension",300000007170503,209172,"No","NI25EFNEPXXXG070-0002","Award Created","Kristi Hargis Stockdale","12/12/2024 09:36:07 AM","Yes","Research","Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",,0,,"Off Campus","New",,"NI25EFNEPXXXG070-0002",,"01-USDANIFA","U.S. Federal Government",,"278,896.00"
"25-0133-A0001-0","Amanda Sue Marney","UW Extension","UW Extension","Special Needs Capacity Grant (SLSN)","National Institute of Food and Agriculture/Department of Agriculture",,"10/1/2024","9/30/2029",9781,"25-0133",87902,"Active","1/16/2025 09:13:40 AM",0,"Original Award",,,"Other Sponsored Activity",300000007170503,"2fb001ed-c0a0-452d-92ea-37b2b7417244","12/6/2024","9/30/2029","10/1/2024","10.511","UW Extension",300000007170503,9781,"No","NI25SLSNXXXXG008",,,,"Yes","Other Sponsored Activities",,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,,"On Campus","Non-Competing Continuation",,"NI25SLSNXXXXG008",,"01-USDANIFA","U.S. Federal Government","9,781.00","87,902.00"
"25-0133-A0001-1","Amanda Sue Marney","UW Extension","UW Extension","Special Needs Capacity Grant (SLSN)","National Institute of Food and Agriculture/Department of Agriculture",,"10/1/2024","9/30/2029",20094,"25-0133",87902,"Active","3/27/2025 10:54:15 AM",1,"New Funding Increment","3/27/2025","Evelyn Renee Kelley","Other Sponsored Activity",300000007170503,"2fb001ed-c0a0-452d-92ea-37b2b7417244","3/24/2025","9/30/2029","10/1/2024","10.511","UW Extension",300000007170503,20094,"No","NI25SLSNXXXXG008-0001",,,,"Yes","Other Sponsored Activities",,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,,"On Campus","Non-Competing Continuation",,"NI25SLSNXXXXG008-0001",,"01-USDANIFA","U.S. Federal Government","20,094.00","87,902.00"
"25-0133-A0001-2","Amanda Sue Marney","UW Extension","UW Extension","Special Needs Capacity Grant (SLSN)","National Institute of Food and Agriculture/Department of Agriculture",,"10/1/2024","9/30/2029",32964,"25-0133",87902,"Active","5/21/2025 02:04:33 PM",2,"New Funding Increment","5/21/2025","Evelyn Renee Kelley","Other Sponsored Activity",300000007170503,"2fb001ed-c0a0-452d-92ea-37b2b7417244","5/21/2025","9/30/2029","10/1/2024","10.511","UW Extension",300000007170503,32964,"No","NI25SLSNXXXXG008","Award Created","Farrell Jean Rapp","1/16/2025 09:13:39 AM","Yes","Other Sponsored Activities",,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,,"On Campus","Non-Competing Continuation",,"NI25SLSNXXXXG008-0002",,"01-USDANIFA","U.S. Federal Government","32,964.00","87,902.00"
"25-0135-A0001-0","Amanda Sue Marney","UW Extension","UW Extension","Renewable Resources Extension Act Program","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture","10/1/2024","9/30/2026",10502,"25-0135",47736,"Active","1/16/2025 12:52:21 PM",0,"Original Award",,,"Other Sponsored Activity",300000007170503,"257f1370-9fc8-49f3-a543-df1e3a77bc93","12/11/2024","9/30/2026","10/1/2024","10.515","UW Extension",300000007170503,10502,"No","NI25RREAFXXXG067",,,,"Yes","Other Sponsored Activities",,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,"01-USDANIFA","On Campus","Non-Competing Continuation",,"NI25RREAFXXXG067",,"01-USDANIFA","U.S. Federal Government",,"47,736.00"
"25-0135-A0001-1","Amanda Sue Marney","UW Extension","UW Extension","Renewable Resources Extension Act Program","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture","10/1/2024","9/30/2026",21577,"25-0135",47736,"Active","4/1/2025 11:58:45 AM",1,"New Funding Increment","4/1/2025","Evelyn Renee Kelley","Other Sponsored Activity",300000007170503,"257f1370-9fc8-49f3-a543-df1e3a77bc93","3/28/2025","9/30/2026","10/1/2024","10.515","UW Extension",300000007170503,21577,"No","NI25RREAFXXXG067-0001",,,,"Yes","Other Sponsored Activities",,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,"01-USDANIFA","On Campus","Non-Competing Continuation",,"NI25RREAFXXXG067-0001",,"01-USDANIFA","U.S. Federal Government",,"47,736.00"
"25-0135-A0001-2","Amanda Sue Marney","UW Extension","UW Extension","Renewable Resources Extension Act Program","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture","10/1/2024","9/30/2026",35802,"25-0135",47736,"Active","6/10/2025 10:29:57 AM",2,"New Funding Increment","6/10/2025","Evelyn Renee Kelley","Other Sponsored Activity",300000007170503,"257f1370-9fc8-49f3-a543-df1e3a77bc93","3/28/2025","9/30/2026","10/1/2024","10.515","UW Extension",300000007170503,35802,"No","NI25RREAFXXXG067","Award Created","Farrell Jean Rapp","1/16/2025 12:52:21 PM","Yes","Other Sponsored Activities",,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,"01-USDANIFA","On Campus","Non-Competing Continuation",,"NI25RREAFXXXG067-0002",,"01-USDANIFA","U.S. Federal Government",,"47,736.00"
